frequency,raw,error,smoothed,error_smoothed,equalization,parametric_eq,equalized_raw,equalized_smoothed,target
54.10,6.52,4.50,6.56,4.56,-4.56,-4.77,1.96,2.00,2.01
54.64,6.56,4.54,6.59,4.59,-4.59,-4.83,1.97,2.01,2.02
55.18,6.60,4.57,6.62,4.61,-4.61,-4.89,1.99,2.01,2.02
55.74,6.66,4.63,6.65,4.64,-4.64,-4.95,2.02,2.01,2.03
56.29,6.70,4.66,6.68,4.66,-4.66,-5.01,2.04,2.02,2.03
56.86,6.74,4.70,6.71,4.69,-4.69,-5.07,2.05,2.02,2.04
57.42,6.78,4.74,6.75,4.72,-4.72,-5.13,2.06,2.03,2.04
58.00,6.82,4.77,6.79,4.75,-4.75,-5.18,2.07,2.04,2.04
58.58,6.83,4.78,6.82,4.78,-4.78,-5.23,2.05,2.05,2.05
59.16,6.84,4.79,6.85,4.80,-4.80,-5.28,2.03,2.05,2.05
59.76,6.86,4.81,6.88,4.83,-4.83,-5.32,2.03,2.05,2.05
60.35,6.89,4.84,6.90,4.85,-4.85,-5.36,2.04,2.05,2.05
60.96,6.92,4.87,6.92,4.87,-4.87,-5.39,2.05,2.05,2.05
61.57,6.95,4.90,6.94,4.89,-4.89,-5.43,2.05,2.04,2.04
62.18,6.98,4.94,6.95,4.91,-4.91,-5.45,2.07,2.04,2.04
62.80,6.99,4.95,6.96,4.93,-4.93,-5.48,2.06,2.03,2.03
63.43,6.99,4.96,6.97,4.95,-4.95,-5.49,2.04,2.02,2.03
64.07,6.99,4.97,6.97,4.96,-4.96,-5.51,2.02,2.01,2.02
64.71,6.99,4.98,6.98,4.98,-4.98,-5.52,2.00,2.00,2.01
65.35,6.99,4.98,6.99,5.01,-5.01,-5.52,1.98,1.99,2.00
66.01,6.99,5.00,7.01,5.03,-5.03,-5.53,1.96,1.98,1.99
66.67,7.00,5.02,7.02,5.06,-5.06,-5.53,1.94,1.97,1.98
67.33,7.01,5.04,7.04,5.08,-5.08,-5.52,1.92,1.96,1.97
68.01,7.04,5.08,7.06,5.12,-5.12,-5.51,1.92,1.94,1.95
68.69,7.06,5.12,7.08,5.15,-5.15,-5.51,1.91,1.93,1.94
69.37,7.08,5.16,7.10,5.19,-5.19,-5.49,1.89,1.91,1.92
70.07,7.12,5.21,7.12,5.23,-5.23,-5.48,1.89,1.90,1.91
70.77,7.17,5.28,7.15,5.27,-5.27,-5.47,1.90,1.88,1.89
71.48,7.22,5.35,7.18,5.32,-5.32,-5.46,1.90,1.86,1.87
72.19,7.27,5.41,7.21,5.37,-5.37,-5.44,1.90,1.84,1.85
72.91,7.28,5.44,7.24,5.42,-5.42,-5.43,1.86,1.82,1.83
73.64,7.28,5.47,7.27,5.47,-5.47,-5.41,1.81,1.80,1.81
74.38,7.28,5.49,7.31,5.53,-5.53,-5.40,1.75,1.78,1.79
75.12,7.30,5.53,7.34,5.58,-5.58,-5.39,1.71,1.76,1.76
75.87,7.33,5.59,7.37,5.64,-5.64,-5.38,1.68,1.73,1.74
76.63,7.36,5.65,7.40,5.70,-5.70,-5.37,1.65,1.70,1.71
77.40,7.42,5.74,7.43,5.76,-5.76,-5.37,1.65,1.67,1.68
78.17,7.47,5.82,7.46,5.82,-5.82,-5.36,1.64,1.64,1.65
78.95,7.51,5.89,7.48,5.89,-5.89,-5.36,1.62,1.60,1.61
79.74,7.54,5.96,7.51,5.95,-5.95,-5.37,1.59,1.56,1.58
80.54,7.57,6.03,7.53,6.01,-6.01,-5.37,1.56,1.52,1.54
81.35,7.59,6.09,7.55,6.07,-6.07,-5.38,1.51,1.48,1.49
82.16,7.59,6.14,7.57,6.13,-6.13,-5.40,1.45,1.44,1.45
82.98,7.59,6.19,7.58,6.19,-6.19,-5.41,1.39,1.39,1.40
83.81,7.59,6.24,7.59,6.25,-6.25,-5.43,1.34,1.34,1.35
84.65,7.59,6.29,7.60,6.31,-6.31,-5.46,1.28,1.29,1.29
85.50,7.59,6.35,7.60,6.36,-6.36,-5.49,1.23,1.24,1.24
86.35,7.59,6.40,7.59,6.41,-6.41,-5.52,1.18,1.18,1.18
87.22,7.58,6.45,7.59,6.46,-6.46,-5.56,1.12,1.13,1.13
88.09,7.57,6.49,7.58,6.50,-6.50,-5.60,1.06,1.07,1.07
88.97,7.56,6.54,7.57,6.55,-6.55,-5.64,1.01,1.02,1.02
89.86,7.56,6.59,7.56,6.59,-6.59,-5.69,0.97,0.97,0.97
90.76,7.56,6.64,7.55,6.63,-6.63,-5.75,0.93,0.92,0.92
91.66,7.56,6.69,7.53,6.66,-6.66,-5.80,0.89,0.87,0.87
92.58,7.54,6.71,7.52,6.70,-6.70,-5.87,0.84,0.83,0.82
93.51,7.52,6.74,7.51,6.73,-6.73,-5.93,0.79,0.78,0.78
94.44,7.49,6.75,7.50,6.76,-6.76,-6.00,0.73,0.74,0.74
95.39,7.47,6.77,7.48,6.79,-6.79,-6.08,0.68,0.69,0.70
96.34,7.46,6.80,7.47,6.82,-6.82,-6.16,0.64,0.65,0.66
97.30,7.45,6.83,7.46,6.85,-6.85,-6.24,0.60,0.61,0.62
98.28,7.44,6.85,7.44,6.87,-6.87,-6.32,0.56,0.57,0.58
99.26,7.43,6.88,7.43,6.90,-6.90,-6.41,0.53,0.53,0.55
100.25,7.42,6.91,7.42,6.92,-6.92,-6.50,0.49,0.50,0.51
101.25,7.41,6.94,7.41,6.95,-6.95,-6.59,0.46,0.46,0.47
102.27,7.39,6.95,7.40,6.97,-6.97,-6.69,0.42,0.43,0.43
103.29,7.38,6.98,7.38,6.99,-6.99,-6.79,0.39,0.39,0.40
104.32,7.38,7.01,7.37,7.01,-7.01,-6.89,0.37,0.36,0.36
105.37,7.37,7.04,7.35,7.03,-7.03,-6.99,0.34,0.33,0.33
106.42,7.37,7.07,7.34,7.04,-7.04,-7.08,0.33,0.30,0.30
107.48,7.35,7.08,7.32,7.06,-7.06,-7.18,0.29,0.27,0.27
108.56,7.32,7.07,7.31,7.07,-7.07,-7.28,0.25,0.24,0.24
109.64,7.30,7.08,7.29,7.08,-7.08,-7.38,0.22,0.21,0.22
110.74,7.29,7.09,7.28,7.09,-7.09,-7.47,0.20,0.19,0.20
111.85,7.26,7.07,7.28,7.10,-7.10,-7.56,0.16,0.18,0.18
112.97,7.23,7.06,7.27,7.11,-7.11,-7.65,0.12,0.16,0.17
114.10,7.22,7.06,7.26,7.11,-7.11,-7.73,0.10,0.15,0.16
115.24,7.22,7.07,7.26,7.12,-7.12,-7.80,0.10,0.14,0.15
116.39,7.23,7.09,7.25,7.12,-7.12,-7.87,0.11,0.13,0.14
117.55,7.25,7.12,7.24,7.12,-7.12,-7.93,0.12,0.12,0.13
118.73,7.27,7.14,7.24,7.12,-7.12,-7.98,0.14,0.11,0.12
119.92,7.28,7.16,7.23,7.12,-7.12,-8.02,0.16,0.11,0.12
121.12,7.27,7.15,7.22,7.12,-7.12,-8.06,0.15,0.10,0.11
122.33,7.25,7.14,7.21,7.11,-7.11,-8.08,0.14,0.10,0.11
123.55,7.21,7.10,7.19,7.10,-7.10,-8.09,0.10,0.09,0.10
124.79,7.18,7.08,7.18,7.09,-7.09,-8.09,0.09,0.09,0.10
126.03,7.15,7.05,7.17,7.08,-7.08,-8.08,0.07,0.08,0.09
127.29,7.13,7.04,7.15,7.07,-7.07,-8.06,0.06,0.08,0.09
128.57,7.12,7.03,7.13,7.06,-7.06,-8.03,0.06,0.07,0.08
129.85,7.09,7.01,7.11,7.04,-7.04,-7.98,0.04,0.07,0.08
131.15,7.06,6.98,7.09,7.03,-7.03,-7.93,0.03,0.06,0.07
132.46,7.04,6.97,7.07,7.02,-7.02,-7.87,0.02,0.06,0.07
133.79,7.04,6.97,7.06,7.00,-7.00,-7.80,0.03,0.05,0.07
135.12,7.04,6.98,7.04,6.99,-6.99,-7.72,0.05,0.05,0.06
136.48,7.03,6.97,7.02,6.97,-6.97,-7.63,0.05,0.05,0.06
137.84,7.02,6.97,7.00,6.95,-6.95,-7.54,0.06,0.04,0.05
139.22,7.00,6.95,6.97,6.93,-6.93,-7.44,0.06,0.04,0.04
140.61,6.96,6.92,6.94,6.90,-6.90,-7.34,0.05,0.03,0.04
142.02,6.92,6.89,6.90,6.87,-6.87,-7.23,0.05,0.03,0.03
143.44,6.87,6.85,6.85,6.83,-6.83,-7.12,0.04,0.02,0.02
144.87,6.82,6.81,6.79,6.79,-6.79,-7.01,0.03,0.01,0.00
146.32,6.77,6.78,6.73,6.73,-6.73,-6.89,0.03,-0.00,-0.01
147.78,6.68,6.70,6.66,6.68,-6.68,-6.78,-0.00,-0.02,-0.02
149.26,6.59,6.63,6.58,6.62,-6.62,-6.66,-0.03,-0.04,-0.04
150.75,6.50,6.56,6.49,6.55,-6.55,-6.55,-0.06,-0.06,-0.06
152.26,6.42,6.49,6.40,6.49,-6.49,-6.44,-0.07,-0.09,-0.08
153.78,6.34,6.43,6.31,6.42,-6.42,-6.32,-0.09,-0.11,-0.09
155.32,6.25,6.36,6.23,6.36,-6.36,-6.21,-0.12,-0.13,-0.11
156.88,6.15,6.28,6.15,6.31,-6.31,-6.11,-0.16,-0.15,-0.13
158.44,6.06,6.21,6.08,6.26,-6.26,-6.00,-0.20,-0.17,-0.15
160.03,5.99,6.15,6.02,6.22,-6.22,-5.90,-0.23,-0.19,-0.17
161.63,5.92,6.10,5.97,6.18,-6.18,-5.80,-0.27,-0.21,-0.18
163.24,5.87,6.06,5.94,6.16,-6.16,-5.70,-0.29,-0.22,-0.19
164.88,5.85,6.05,5.91,6.14,-6.14,-5.61,-0.30,-0.23,-0.21
166.53,5.85,6.06,5.90,6.14,-6.14,-5.52,-0.29,-0.24,-0.22
168.19,5.86,6.08,5.89,6.14,-6.14,-5.43,-0.28,-0.24,-0.23
169.87,5.89,6.12,5.89,6.14,-6.14,-5.35,-0.25,-0.25,-0.23
171.57,5.92,6.15,5.90,6.15,-6.15,-5.27,-0.23,-0.25,-0.23
173.29,5.95,6.18,5.91,6.15,-6.15,-5.19,-0.20,-0.24,-0.23
175.02,5.96,6.19,5.92,6.16,-6.16,-5.12,-0.20,-0.24,-0.23
176.77,5.97,6.20,5.93,6.16,-6.16,-5.06,-0.19,-0.23,-0.23
178.54,5.97,6.19,5.93,6.15,-6.15,-4.99,-0.19,-0.22,-0.22
180.32,5.96,6.17,5.93,6.15,-6.15,-4.93,-0.19,-0.22,-0.22
182.13,5.95,6.16,5.92,6.13,-6.13,-4.88,-0.18,-0.21,-0.21
183.95,5.93,6.13,5.91,6.11,-6.11,-4.83,-0.18,-0.20,-0.20
185.79,5.88,6.07,5.88,6.08,-6.08,-4.78,-0.20,-0.20,-0.19
187.65,5.83,6.01,5.85,6.04,-6.04,-4.73,-0.21,-0.19,-0.18
189.52,5.78,5.95,5.81,5.99,-5.99,-4.69,-0.21,-0.18,-0.18
191.42,5.74,5.91,5.76,5.93,-5.93,-4.66,-0.19,-0.17,-0.17
193.33,5.69,5.85,5.70,5.86,-5.86,-4.62,-0.18,-0.16,-0.16
195.27,5.65,5.80,5.63,5.79,-5.79,-4.59,-0.14,-0.16,-0.15
197.22,5.60,5.75,5.56,5.71,-5.71,-4.56,-0.11,-0.15,-0.15
199.19,5.52,5.66,5.48,5.63,-5.63,-4.53,-0.11,-0.15,-0.14
201.18,5.43,5.57,5.40,5.54,-5.54,-4.51,-0.11,-0.15,-0.14
203.19,5.32,5.45,5.31,5.45,-5.45,-4.49,-0.13,-0.15,-0.14
205.23,5.24,5.37,5.22,5.36,-5.36,-4.47,-0.12,-0.14,-0.13
207.28,5.16,5.28,5.12,5.26,-5.26,-4.45,-0.11,-0.14,-0.13
209.35,5.04,5.16,5.03,5.17,-5.17,-4.43,-0.13,-0.14,-0.12
211.44,4.91,5.02,4.94,5.08,-5.08,-4.41,-0.17,-0.14,-0.12
213.56,4.81,4.92,4.85,4.99,-4.99,-4.40,-0.19,-0.14,-0.11
215.69,4.73,4.84,4.77,4.91,-4.91,-4.38,-0.18,-0.13,-0.11
217.85,4.65,4.75,4.70,4.83,-4.83,-4.37,-0.18,-0.13,-0.10
220.03,4.58,4.67,4.63,4.75,-4.75,-4.35,-0.17,-0.12,-0.10
222.23,4.52,4.61,4.56,4.67,-4.67,-4.33,-0.16,-0.11,-0.09
224.45,4.48,4.56,4.50,4.60,-4.60,-4.31,-0.12,-0.10,-0.08
226.70,4.44,4.51,4.44,4.52,-4.52,-4.29,-0.09,-0.09,-0.08
228.96,4.40,4.46,4.37,4.45,-4.45,-4.27,-0.06,-0.08,-0.07
231.25,4.36,4.41,4.31,4.38,-4.38,-4.24,-0.02,-0.06,-0.06
233.57,4.32,4.36,4.26,4.30,-4.30,-4.21,0.02,-0.05,-0.04
235.90,4.27,4.30,4.19,4.22,-4.22,-4.18,0.04,-0.03,-0.03
238.26,4.18,4.19,4.13,4.14,-4.14,-4.14,0.03,-0.02,-0.02
240.64,4.07,4.07,4.05,4.06,-4.06,-4.10,0.01,-0.00,-0.00
243.05,3.96,3.94,3.98,3.97,-3.97,-4.06,-0.02,0.01,0.01
245.48,3.87,3.84,3.90,3.88,-3.88,-4.01,-0.02,0.01,0.03
247.93,3.78,3.73,3.82,3.79,-3.79,-3.96,-0.02,0.02,0.04
250.41,3.72,3.66,3.74,3.70,-3.70,-3.90,0.01,0.03,0.06
252.92,3.66,3.59,3.66,3.61,-3.61,-3.83,0.04,0.04,0.07
255.45,3.57,3.48,3.58,3.53,-3.53,-3.76,0.04,0.05,0.08
258.00,3.48,3.38,3.50,3.44,-3.44,-3.69,0.04,0.07,0.09
260.58,3.39,3.28,3.42,3.35,-3.35,-3.61,0.04,0.08,0.10
263.19,3.32,3.21,3.35,3.25,-3.25,-3.52,0.06,0.09,0.11
265.82,3.25,3.13,3.27,3.16,-3.16,-3.43,0.09,0.11,0.12
268.48,3.18,3.05,3.19,3.06,-3.06,-3.34,0.12,0.13,0.13
271.16,3.13,2.99,3.10,2.95,-2.95,-3.24,0.17,0.14,0.14
273.87,3.07,2.92,3.00,2.84,-2.84,-3.14,0.23,0.16,0.15
276.61,2.96,2.80,2.89,2.72,-2.72,-3.04,0.24,0.17,0.16
279.38,2.82,2.64,2.77,2.59,-2.59,-2.93,0.22,0.18,0.17
282.17,2.70,2.51,2.65,2.46,-2.46,-2.82,0.24,0.19,0.19
284.99,2.56,2.35,2.52,2.32,-2.32,-2.70,0.24,0.20,0.21
287.84,2.41,2.18,2.39,2.18,-2.18,-2.58,0.23,0.21,0.23
290.72,2.27,2.02,2.26,2.03,-2.03,-2.46,0.24,0.23,0.25
293.63,2.08,1.81,2.13,1.88,-1.88,-2.34,0.20,0.25,0.27
296.57,1.90,1.61,1.99,1.72,-1.72,-2.22,0.17,0.27,0.29
299.53,1.81,1.50,1.85,1.57,-1.57,-2.10,0.23,0.28,0.31
302.53,1.68,1.35,1.72,1.42,-1.42,-1.97,0.25,0.29,0.33
305.55,1.54,1.19,1.59,1.28,-1.28,-1.84,0.26,0.31,0.34
308.61,1.45,1.09,1.46,1.13,-1.13,-1.71,0.31,0.33,0.36
311.69,1.36,0.98,1.34,1.00,-1.00,-1.59,0.36,0.35,0.37
314.81,1.27,0.88,1.23,0.87,-0.87,-1.46,0.40,0.37,0.39
317.96,1.16,0.75,1.12,0.74,-0.74,-1.33,0.42,0.39,0.40
321.14,1.05,0.63,1.01,0.60,-0.60,-1.20,0.44,0.41,0.42
324.35,0.90,0.47,0.91,0.47,-0.47,-1.07,0.43,0.44,0.43
327.59,0.75,0.30,0.80,0.33,-0.33,-0.93,0.41,0.47,0.45
330.87,0.65,0.18,0.68,0.19,-0.19,-0.80,0.45,0.49,0.46
334.18,0.56,0.07,0.55,0.05,-0.05,-0.67,0.51,0.50,0.48
337.52,0.46,-0.05,0.42,-0.10,0.10,-0.54,0.56,0.52,0.51
340.90,0.34,-0.19,0.28,-0.25,0.25,-0.41,0.59,0.54,0.53
344.30,0.20,-0.36,0.14,-0.42,0.42,-0.28,0.61,0.55,0.56
347.75,0.05,-0.54,-0.01,-0.58,0.58,-0.14,0.63,0.57,0.58
351.23,-0.11,-0.72,-0.16,-0.75,0.75,-0.01,0.64,0.59,0.61
354.74,-0.27,-0.91,-0.30,-0.92,0.92,0.12,0.64,0.62,0.64
358.28,-0.47,-1.14,-0.44,-1.09,1.09,0.25,0.61,0.65,0.67
361.87,-0.67,-1.37,-0.58,-1.26,1.26,0.38,0.59,0.68,0.69
365.49,-0.82,-1.54,-0.72,-1.43,1.43,0.52,0.60,0.70,0.72
369.14,-0.89,-1.63,-0.87,-1.59,1.59,0.65,0.70,0.72,0.74
372.83,-1.05,-1.81,-1.02,-1.75,1.75,0.78,0.70,0.74,0.76
376.56,-1.15,-1.93,-1.16,-1.91,1.91,0.92,0.76,0.75,0.78
380.33,-1.25,-2.05,-1.29,-2.06,2.06,1.05,0.81,0.77,0.79
384.13,-1.37,-2.18,-1.42,-2.20,2.20,1.18,0.83,0.78,0.81
387.97,-1.48,-2.30,-1.54,-2.34,2.34,1.31,0.86,0.80,0.82
391.85,-1.58,-2.41,-1.66,-2.47,2.47,1.45,0.88,0.81,0.83
395.77,-1.75,-2.59,-1.77,-2.59,2.59,1.58,0.84,0.82,0.83
399.73,-1.90,-2.74,-1.87,-2.70,2.70,1.71,0.80,0.83,0.84
403.72,-2.04,-2.88,-1.97,-2.81,2.81,1.84,0.77,0.84,0.84
407.76,-2.09,-2.93,-2.07,-2.91,2.91,1.97,0.81,0.84,0.84
411.84,-2.17,-3.01,-2.16,-2.99,2.99,2.10,0.82,0.84,0.84
415.96,-2.25,-3.10,-2.23,-3.07,3.07,2.23,0.82,0.84,0.84
420.12,-2.30,-3.15,-2.30,-3.14,3.14,2.36,0.84,0.84,0.85
424.32,-2.37,-3.22,-2.36,-3.21,3.21,2.48,0.83,0.85,0.85
428.56,-2.44,-3.30,-2.41,-3.26,3.26,2.60,0.81,0.85,0.85
432.85,-2.45,-3.31,-2.45,-3.30,3.30,2.72,0.85,0.85,0.86
437.18,-2.46,-3.33,-2.47,-3.33,3.33,2.84,0.87,0.86,0.87
441.55,-2.46,-3.34,-2.48,-3.35,3.35,2.95,0.89,0.87,0.87
445.96,-2.47,-3.36,-2.49,-3.37,3.37,3.06,0.90,0.88,0.88
450.42,-2.48,-3.38,-2.49,-3.37,3.37,3.17,0.89,0.89,0.89
454.93,-2.48,-3.39,-2.48,-3.37,3.37,3.27,0.89,0.89,0.90
459.48,-2.46,-3.37,-2.46,-3.36,3.36,3.36,0.90,0.90,0.91
464.07,-2.45,-3.37,-2.44,-3.34,3.34,3.45,0.89,0.90,0.92
468.71,-2.44,-3.37,-2.42,-3.32,3.32,3.53,0.88,0.90,0.92
473.40,-2.41,-3.34,-2.39,-3.29,3.29,3.61,0.88,0.90,0.92
478.13,-2.38,-3.31,-2.36,-3.26,3.26,3.68,0.88,0.90,0.92
482.91,-2.31,-3.23,-2.32,-3.22,3.22,3.74,0.91,0.90,0.92
487.74,-2.25,-3.17,-2.28,-3.19,3.19,3.79,0.93,0.90,0.92
492.62,-2.21,-3.12,-2.24,-3.15,3.15,3.84,0.94,0.90,0.91
497.55,-2.18,-3.09,-2.21,-3.11,3.11,3.88,0.93,0.91,0.90
502.52,-2.18,-3.08,-2.17,-3.08,3.08,3.91,0.90,0.91,0.90
