frequency,raw,error,smoothed,error_smoothed,equalization,equalized_raw,equalized_smoothed,target
40.54,-1.55,5.14,-1.55,5.13,-5.15,-6.69,-6.70,-6.68
40.94,-1.57,5.04,-1.55,5.06,-5.06,-6.63,-6.62,-6.61
41.35,-1.57,4.99,-1.56,4.98,-4.98,-6.55,-6.54,-6.55
41.76,-1.57,4.92,-1.58,4.91,-4.90,-6.47,-6.47,-6.49
42.18,-1.59,4.83,-1.59,4.83,-4.82,-6.41,-6.41,-6.41
42.60,-1.62,4.73,-1.60,4.74,-4.74,-6.36,-6.34,-6.34
43.03,-1.62,4.65,-1.62,4.65,-4.66,-6.28,-6.28,-6.27
43.46,-1.62,4.58,-1.62,4.58,-4.58,-6.20,-6.20,-6.19
43.90,-1.62,4.51,-1.62,4.51,-4.51,-6.12,-6.12,-6.12
44.33,-1.62,4.44,-1.62,4.43,-4.43,-6.05,-6.05,-6.06
44.78,-1.64,4.34,-1.63,4.35,-4.36,-5.99,-5.99,-5.97
45.23,-1.64,4.27,-1.63,4.27,-4.28,-5.91,-5.91,-5.90
45.68,-1.63,4.20,-1.63,4.20,-4.20,-5.82,-5.83,-5.83
46.13,-1.62,4.14,-1.62,4.13,-4.11,-5.73,-5.73,-5.75
46.60,-1.62,4.03,-1.61,4.04,-4.02,-5.63,-5.63,-5.65
47.06,-1.62,3.93,-1.61,3.93,-3.92,-5.53,-5.53,-5.55
47.53,-1.62,3.83,-1.62,3.82,-3.82,-5.44,-5.44,-5.44
48.01,-1.62,3.70,-1.62,3.70,-3.72,-5.33,-5.33,-5.32
48.49,-1.62,3.59,-1.61,3.59,-3.61,-5.23,-5.22,-5.21
48.97,-1.60,3.48,-1.59,3.49,-3.50,-5.10,-5.10,-5.07
49.46,-1.57,3.40,-1.58,3.39,-3.40,-4.96,-4.97,-4.97
49.96,-1.57,3.30,-1.56,3.30,-3.29,-4.86,-4.86,-4.86
50.46,-1.57,3.20,-1.56,3.19,-3.18,-4.75,-4.75,-4.76
50.96,-1.57,3.08,-1.57,3.08,-3.07,-4.64,-4.64,-4.65
51.47,-1.57,2.96,-1.56,2.97,-2.96,-4.53,-4.53,-4.52
51.99,-1.57,2.86,-1.56,2.86,-2.85,-4.41,-4.41,-4.42
52.51,-1.57,2.75,-1.58,2.73,-2.73,-4.30,-4.31,-4.32
53.03,-1.60,2.61,-1.59,2.61,-2.61,-4.21,-4.20,-4.20
53.56,-1.62,2.47,-1.61,2.49,-2.49,-4.11,-4.10,-4.09
54.10,-1.62,2.37,-1.62,2.37,-2.37,-3.99,-3.99,-3.99
54.64,-1.62,2.27,-1.62,2.27,-2.26,-3.88,-3.88,-3.88
55.18,-1.62,2.17,-1.62,2.16,-2.16,-3.77,-3.78,-3.79
55.74,-1.64,2.05,-1.62,2.06,-2.06,-3.70,-3.68,-3.69
56.29,-1.62,1.96,-1.63,1.96,-1.97,-3.59,-3.60,-3.57
56.86,-1.62,1.89,-1.62,1.88,-1.90,-3.51,-3.51,-3.51
57.42,-1.61,1.81,-1.60,1.82,-1.83,-3.44,-3.43,-3.42
58.00,-1.57,1.78,-1.58,1.77,-1.77,-3.33,-3.35,-3.34
58.58,-1.57,1.71,-1.56,1.72,-1.72,-3.28,-3.27,-3.28
59.16,-1.53,1.68,-1.53,1.67,-1.67,-3.20,-3.20,-3.20
59.76,-1.52,1.62,-1.51,1.63,-1.63,-3.14,-3.14,-3.14
60.35,-1.49,1.58,-1.48,1.59,-1.59,-3.07,-3.07,-3.07
60.96,-1.47,1.56,-1.47,1.55,-1.54,-3.01,-3.01,-3.02
61.57,-1.44,1.52,-1.44,1.51,-1.49,-2.93,-2.93,-2.96
62.18,-1.44,1.44,-1.42,1.46,-1.44,-2.88,-2.87,-2.88
62.80,-1.40,1.40,-1.41,1.39,-1.40,-2.79,-2.80,-2.79
63.43,-1.40,1.34,-1.40,1.34,-1.35,-2.74,-2.75,-2.74
64.07,-1.40,1.28,-1.39,1.28,-1.30,-2.69,-2.69,-2.67
64.71,-1.40,1.24,-1.40,1.24,-1.25,-2.64,-2.64,-2.63
65.35,-1.40,1.19,-1.39,1.20,-1.20,-2.59,-2.59,-2.59
66.01,-1.40,1.17,-1.40,1.16,-1.14,-2.54,-2.54,-2.56
66.67,-1.40,1.13,-1.40,1.12,-1.10,-2.49,-2.50,-2.53
67.33,-1.44,1.05,-1.42,1.06,-1.05,-2.49,-2.47,-2.49
68.01,-1.44,1.01,-1.45,1.00,-1.01,-2.45,-2.46,-2.44
68.69,-1.49,0.94,-1.48,0.95,-0.97,-2.46,-2.46,-2.43
69.37,-1.52,0.91,-1.51,0.92,-0.94,-2.45,-2.44,-2.43
70.07,-1.53,0.91,-1.53,0.90,-0.91,-2.44,-2.44,-2.43
70.77,-1.53,0.90,-1.53,0.90,-0.89,-2.42,-2.42,-2.43
71.48,-1.53,0.89,-1.53,0.89,-0.88,-2.40,-2.41,-2.42
72.19,-1.53,0.88,-1.53,0.88,-0.88,-2.40,-2.41,-2.40
72.91,-1.53,0.87,-1.52,0.87,-0.88,-2.41,-2.40,-2.40
73.64,-1.53,0.87,-1.52,0.88,-0.88,-2.41,-2.40,-2.39
74.38,-1.49,0.90,-1.50,0.89,-0.89,-2.37,-2.38,-2.38
75.12,-1.48,0.90,-1.47,0.91,-0.89,-2.37,-2.36,-2.38
75.87,-1.44,0.93,-1.44,0.92,-0.90,-2.33,-2.34,-2.36
76.63,-1.42,0.92,-1.42,0.92,-0.91,-2.33,-2.33,-2.34
77.40,-1.40,0.91,-1.39,0.92,-0.94,-2.33,-2.33,-2.31
78.17,-1.36,0.93,-1.36,0.93,-0.96,-2.32,-2.32,-2.28
78.95,-1.35,0.94,-1.34,0.96,-0.99,-2.33,-2.33,-2.29
79.74,-1.31,1.01,-1.31,1.01,-1.01,-2.32,-2.32,-2.32
80.54,-1.31,1.07,-1.29,1.06,-1.03,-2.34,-2.33,-2.37
81.35,-1.27,1.10,-1.27,1.09,-1.05,-2.32,-2.33,-2.37
82.16,-1.27,1.10,-1.27,1.10,-1.07,-2.34,-2.34,-2.36
82.98,-1.27,1.10,-1.26,1.10,-1.09,-2.36,-2.35,-2.36
83.81,-1.27,1.09,-1.27,1.09,-1.10,-2.37,-2.37,-2.36
84.65,-1.27,1.08,-1.27,1.09,-1.11,-2.38,-2.38,-2.34
85.50,-1.27,1.10,-1.27,1.10,-1.12,-2.39,-2.39,-2.36
86.35,-1.27,1.12,-1.26,1.12,-1.13,-2.39,-2.39,-2.39
87.22,-1.27,1.15,-1.27,1.14,-1.14,-2.40,-2.41,-2.41
88.09,-1.27,1.16,-1.28,1.16,-1.15,-2.41,-2.43,-2.43
88.97,-1.31,1.16,-1.29,1.17,-1.16,-2.46,-2.45,-2.47
89.86,-1.31,1.17,-1.30,1.17,-1.16,-2.47,-2.46,-2.47
90.76,-1.31,1.18,-1.31,1.18,-1.16,-2.47,-2.47,-2.49
91.66,-1.31,1.17,-1.32,1.17,-1.16,-2.47,-2.48,-2.48
92.58,-1.34,1.16,-1.33,1.15,-1.15,-2.49,-2.48,-2.49
93.51,-1.36,1.12,-1.35,1.13,-1.14,-2.50,-2.49,-2.48
94.44,-1.36,1.12,-1.36,1.12,-1.13,-2.49,-2.49,-2.47
95.39,-1.36,1.13,-1.36,1.12,-1.13,-2.48,-2.48,-2.48
96.34,-1.36,1.12,-1.36,1.12,-1.12,-2.47,-2.48,-2.48
97.30,-1.38,1.11,-1.38,1.11,-1.11,-2.49,-2.49,-2.48
98.28,-1.40,1.09,-1.39,1.10,-1.11,-2.51,-2.50,-2.49
99.26,-1.40,1.11,-1.39,1.11,-1.11,-2.50,-2.50,-2.51
100.25,-1.40,1.12,-1.40,1.11,-1.10,-2.50,-2.50,-2.51
101.25,-1.40,1.12,-1.41,1.11,-1.10,-2.49,-2.51,-2.52
102.27,-1.44,1.08,-1.42,1.09,-1.09,-2.53,-2.51,-2.52
103.29,-1.44,1.07,-1.43,1.08,-1.08,-2.52,-2.51,-2.50
104.32,-1.44,1.07,-1.44,1.06,-1.07,-2.51,-2.51,-2.51
105.37,-1.44,1.07,-1.45,1.05,-1.06,-2.49,-2.51,-2.51
106.42,-1.49,1.03,-1.47,1.04,-1.04,-2.53,-2.51,-2.51
107.48,-1.49,1.02,-1.48,1.03,-1.02,-2.51,-2.50,-2.51
108.56,-1.49,1.02,-1.49,1.01,-1.01,-2.49,-2.50,-2.50
109.64,-1.49,1.01,-1.50,0.99,-0.99,-2.47,-2.49,-2.49
110.74,-1.53,0.95,-1.51,0.97,-0.97,-2.50,-2.48,-2.48
111.85,-1.53,0.95,-1.52,0.95,-0.95,-2.48,-2.47,-2.47
112.97,-1.53,0.93,-1.53,0.93,-0.93,-2.46,-2.47,-2.46
114.10,-1.54,0.92,-1.54,0.91,-0.92,-2.45,-2.46,-2.46
115.24,-1.57,0.89,-1.55,0.89,-0.90,-2.46,-2.45,-2.45
116.39,-1.57,0.87,-1.56,0.88,-0.88,-2.44,-2.44,-2.44
117.55,-1.57,0.87,-1.57,0.87,-0.86,-2.43,-2.43,-2.44
118.73,-1.57,0.87,-1.58,0.85,-0.85,-2.42,-2.43,-2.43
119.92,-1.60,0.83,-1.59,0.84,-0.84,-2.43,-2.43,-2.43
121.12,-1.62,0.81,-1.61,0.82,-0.83,-2.44,-2.44,-2.42
122.33,-1.62,0.81,-1.62,0.81,-0.82,-2.43,-2.44,-2.42
123.55,-1.62,0.81,-1.62,0.81,-0.81,-2.42,-2.42,-2.43
124.79,-1.62,0.81,-1.61,0.81,-0.80,-2.41,-2.41,-2.42
126.03,-1.62,0.81,-1.62,0.80,-0.79,-2.40,-2.41,-2.42
127.29,-1.64,0.78,-1.64,0.78,-0.78,-2.41,-2.41,-2.42
128.57,-1.66,0.76,-1.65,0.76,-0.77,-2.42,-2.42,-2.41
129.85,-1.66,0.74,-1.66,0.75,-0.76,-2.42,-2.42,-2.40
131.15,-1.66,0.74,-1.66,0.74,-0.75,-2.41,-2.41,-2.40
132.46,-1.66,0.74,-1.66,0.74,-0.74,-2.40,-2.40,-2.39
133.79,-1.66,0.73,-1.65,0.74,-0.73,-2.38,-2.38,-2.39
135.12,-1.66,0.73,-1.65,0.73,-0.72,-2.37,-2.37,-2.39
136.48,-1.66,0.73,-1.66,0.72,-0.71,-2.36,-2.37,-2.38
137.84,-1.68,0.70,-1.68,0.70,-0.70,-2.37,-2.37,-2.38
139.22,-1.70,0.68,-1.69,0.68,-0.69,-2.39,-2.38,-2.37
140.61,-1.70,0.67,-1.70,0.67,-0.68,-2.38,-2.38,-2.36
142.02,-1.70,0.66,-1.70,0.66,-0.67,-2.36,-2.37,-2.36
143.44,-1.70,0.66,-1.69,0.66,-0.66,-2.35,-2.35,-2.35
144.87,-1.70,0.65,-1.69,0.66,-0.65,-2.34,-2.34,-2.35
146.32,-1.70,0.66,-1.70,0.65,-0.64,-2.34,-2.34,-2.36
147.78,-1.71,0.65,-1.72,0.64,-0.64,-2.35,-2.36,-2.35
149.26,-1.75,0.62,-1.74,0.63,-0.64,-2.39,-2.39,-2.37
150.75,-1.79,0.61,-1.77,0.62,-0.64,-2.42,-2.41,-2.40
152.26,-1.79,0.64,-1.79,0.63,-0.64,-2.42,-2.42,-2.42
153.78,-1.79,0.64,-1.79,0.64,-0.63,-2.42,-2.42,-2.43
155.32,-1.79,0.64,-1.79,0.64,-0.62,-2.41,-2.41,-2.43
156.88,-1.79,0.64,-1.79,0.63,-0.62,-2.40,-2.41,-2.42
158.44,-1.81,0.62,-1.80,0.62,-0.62,-2.42,-2.41,-2.43
160.03,-1.81,0.60,-1.80,0.60,-0.61,-2.42,-2.41,-2.40
161.63,-1.81,0.59,-1.81,0.59,-0.60,-2.41,-2.41,-2.39
163.24,-1.81,0.59,-1.80,0.59,-0.60,-2.40,-2.40,-2.40
164.88,-1.81,0.60,-1.81,0.60,-0.59,-2.40,-2.40,-2.40
166.53,-1.81,0.61,-1.81,0.60,-0.59,-2.40,-2.40,-2.42
168.19,-1.83,0.59,-1.82,0.60,-0.60,-2.42,-2.42,-2.42
169.87,-1.83,0.61,-1.82,0.61,-0.61,-2.43,-2.43,-2.43
171.57,-1.83,0.61,-1.83,0.61,-0.63,-2.45,-2.45,-2.44
173.29,-1.83,0.64,-1.83,0.63,-0.65,-2.47,-2.47,-2.47
175.02,-1.83,0.66,-1.83,0.66,-0.67,-2.50,-2.50,-2.48
176.77,-1.83,0.69,-1.83,0.70,-0.70,-2.53,-2.53,-2.52
178.54,-1.83,0.75,-1.83,0.74,-0.74,-2.56,-2.56,-2.57
180.32,-1.83,0.80,-1.83,0.79,-0.78,-2.60,-2.60,-2.62
182.13,-1.83,0.82,-1.82,0.82,-0.82,-2.64,-2.64,-2.65
183.95,-1.82,0.85,-1.82,0.86,-0.86,-2.68,-2.68,-2.66
185.79,-1.81,0.90,-1.81,0.89,-0.90,-2.71,-2.71,-2.70
187.65,-1.81,0.94,-1.80,0.94,-0.95,-2.75,-2.75,-2.75
189.52,-1.79,0.99,-1.79,0.99,-0.99,-2.77,-2.78,-2.77
191.42,-1.79,1.03,-1.79,1.03,-1.03,-2.81,-2.81,-2.82
193.33,-1.79,1.07,-1.78,1.07,-1.06,-2.85,-2.85,-2.86
195.27,-1.79,1.11,-1.79,1.10,-1.10,-2.88,-2.89,-2.89
197.22,-1.79,1.13,-1.79,1.13,-1.13,-2.91,-2.91,-2.92
199.19,-1.79,1.15,-1.78,1.16,-1.15,-2.94,-2.93,-2.94
201.18,-1.77,1.18,-1.77,1.17,-1.17,-2.94,-2.94,-2.94
203.19,-1.76,1.19,-1.76,1.19,-1.19,-2.94,-2.95,-2.95
205.23,-1.75,1.20,-1.75,1.20,-1.20,-2.95,-2.95,-2.94
207.28,-1.75,1.21,-1.74,1.21,-1.21,-2.96,-2.96,-2.95
209.35,-1.75,1.22,-1.75,1.22,-1.22,-2.97,-2.97,-2.97
211.44,-1.75,1.23,-1.75,1.23,-1.23,-2.98,-2.98,-2.97
213.56,-1.75,1.23,-1.74,1.24,-1.24,-2.98,-2.97,-2.98
215.69,-1.73,1.24,-1.72,1.24,-1.24,-2.96,-2.96,-2.97
217.85,-1.70,1.26,-1.71,1.25,-1.24,-2.94,-2.95,-2.95
220.03,-1.70,1.24,-1.70,1.24,-1.24,-2.94,-2.94,-2.94
222.23,-1.70,1.24,-1.69,1.24,-1.25,-2.94,-2.94,-2.94
224.45,-1.70,1.22,-1.68,1.23,-1.25,-2.94,-2.93,-2.91
226.70,-1.66,1.24,-1.67,1.23,-1.24,-2.90,-2.91,-2.90
228.96,-1.66,1.24,-1.66,1.24,-1.24,-2.89,-2.90,-2.90
231.25,-1.66,1.24,-1.64,1.24,-1.23,-2.89,-2.87,-2.89
233.57,-1.63,1.24,-1.63,1.24,-1.22,-2.85,-2.86,-2.87
235.90,-1.62,1.23,-1.62,1.22,-1.21,-2.83,-2.84,-2.84
238.26,-1.62,1.20,-1.62,1.20,-1.20,-2.82,-2.82,-2.81
240.64,-1.62,1.17,-1.61,1.18,-1.18,-2.80,-2.79,-2.79
243.05,-1.61,1.15,-1.60,1.16,-1.16,-2.77,-2.76,-2.75
245.48,-1.57,1.16,-1.58,1.14,-1.14,-2.71,-2.72,-2.73
247.93,-1.57,1.12,-1.57,1.12,-1.12,-2.69,-2.69,-2.69
250.41,-1.57,1.09,-1.56,1.10,-1.10,-2.67,-2.67,-2.65
252.92,-1.57,1.07,-1.57,1.07,-1.09,-2.65,-2.65,-2.64
255.45,-1.57,1.06,-1.56,1.07,-1.07,-2.64,-2.63,-2.63
258.00,-1.55,1.08,-1.55,1.06,-1.06,-2.60,-2.60,-2.62
260.58,-1.54,1.05,-1.54,1.05,-1.04,-2.58,-2.58,-2.59
263.19,-1.53,1.03,-1.53,1.03,-1.03,-2.56,-2.56,-2.55
265.82,-1.53,1.01,-1.52,1.01,-1.02,-2.54,-2.54,-2.53
268.48,-1.53,1.00,-1.52,1.00,-1.01,-2.53,-2.53,-2.53
271.16,-1.53,1.00,-1.53,1.00,-0.99,-2.52,-2.52,-2.52
273.87,-1.53,1.00,-1.53,0.99,-0.98,-2.51,-2.51,-2.52
276.61,-1.53,0.97,-1.53,0.97,-0.97,-2.49,-2.49,-2.50
279.38,-1.53,0.96,-1.53,0.96,-0.96,-2.49,-2.49,-2.48
282.17,-1.53,0.94,-1.53,0.95,-0.96,-2.48,-2.48,-2.47
284.99,-1.53,0.95,-1.53,0.95,-0.96,-2.48,-2.48,-2.48
287.84,-1.53,0.95,-1.53,0.95,-0.96,-2.48,-2.48,-2.47
290.72,-1.53,0.96,-1.53,0.96,-0.96,-2.48,-2.48,-2.49
293.63,-1.53,0.97,-1.53,0.97,-0.96,-2.49,-2.49,-2.50
296.57,-1.53,0.99,-1.53,0.98,-0.97,-2.50,-2.50,-2.51
299.53,-1.53,0.98,-1.53,0.99,-0.98,-2.51,-2.51,-2.51
302.53,-1.53,0.99,-1.53,0.99,-1.00,-2.52,-2.52,-2.51
305.55,-1.53,1.01,-1.52,1.00,-1.01,-2.54,-2.53,-2.53
308.61,-1.51,1.02,-1.51,1.02,-1.02,-2.53,-2.53,-2.53
311.69,-1.50,1.04,-1.50,1.04,-1.04,-2.53,-2.54,-2.53
314.81,-1.49,1.06,-1.49,1.06,-1.06,-2.54,-2.54,-2.55
317.96,-1.49,1.08,-1.49,1.08,-1.08,-2.56,-2.57,-2.57
321.14,-1.49,1.09,-1.48,1.09,-1.10,-2.58,-2.58,-2.57
324.35,-1.49,1.10,-1.47,1.11,-1.12,-2.60,-2.59,-2.59
327.59,-1.46,1.14,-1.46,1.14,-1.14,-2.59,-2.60,-2.60
330.87,-1.44,1.18,-1.45,1.16,-1.16,-2.59,-2.60,-2.61
334.18,-1.44,1.17,-1.43,1.18,-1.17,-2.61,-2.60,-2.61
337.52,-1.44,1.17,-1.42,1.19,-1.19,-2.62,-2.61,-2.61
340.90,-1.40,1.21,-1.41,1.19,-1.20,-2.59,-2.61,-2.60
344.30,-1.40,1.19,-1.40,1.20,-1.20,-2.60,-2.60,-2.59
347.75,-1.40,1.19,-1.38,1.20,-1.20,-2.60,-2.58,-2.58
351.23,-1.36,1.21,-1.37,1.19,-1.19,-2.54,-2.56,-2.56
354.74,-1.36,1.17,-1.36,1.18,-1.17,-2.52,-2.52,-2.53
358.28,-1.36,1.14,-1.35,1.14,-1.13,-2.49,-2.48,-2.49
361.87,-1.36,1.10,-1.35,1.10,-1.09,-2.44,-2.44,-2.46
365.49,-1.36,1.04,-1.36,1.04,-1.03,-2.39,-2.39,-2.40
369.14,-1.36,0.98,-1.37,0.97,-0.97,-2.32,-2.33,-2.33
372.83,-1.40,0.87,-1.38,0.89,-0.89,-2.29,-2.27,-2.27
376.56,-1.40,0.81,-1.40,0.80,-0.81,-2.20,-2.21,-2.21
380.33,-1.43,0.72,-1.42,0.72,-0.71,-2.14,-2.14,-2.14
384.13,-1.44,0.63,-1.44,0.63,-0.62,-2.06,-2.06,-2.07
387.97,-1.47,0.54,-1.47,0.54,-0.53,-1.99,-1.99,-2.00
391.85,-1.49,0.45,-1.49,0.44,-0.44,-1.92,-1.93,-1.93
395.77,-1.53,0.33,-1.52,0.34,-0.36,-1.88,-1.87,-1.86
399.73,-1.53,0.27,-1.53,0.27,-0.28,-1.81,-1.82,-1.79
403.72,-1.57,0.20,-1.56,0.21,-0.22,-1.79,-1.78,-1.76
407.76,-1.57,0.18,-1.58,0.17,-0.17,-1.73,-1.75,-1.75
411.84,-1.62,0.13,-1.60,0.14,-0.13,-1.75,-1.73,-1.74
415.96,-1.63,0.12,-1.63,0.12,-0.11,-1.73,-1.74,-1.75
420.12,-1.66,0.11,-1.66,0.10,-0.10,-1.76,-1.77,-1.77
424.32,-1.70,0.11,-1.69,0.11,-0.12,-1.81,-1.81,-1.80
428.56,-1.74,0.12,-1.74,0.13,-0.14,-1.88,-1.88,-1.86
432.85,-1.77,0.18,-1.77,0.18,-0.18,-1.95,-1.96,-1.95
437.18,-1.83,0.23,-1.81,0.24,-0.24,-2.07,-2.05,-2.05
441.55,-1.83,0.33,-1.84,0.31,-0.32,-2.15,-2.16,-2.16
445.96,-1.88,0.39,-1.86,0.41,-0.42,-2.29,-2.28,-2.26
450.42,-1.88,0.52,-1.88,0.51,-0.52,-2.40,-2.40,-2.39
454.93,-1.88,0.63,-1.88,0.63,-0.64,-2.51,-2.52,-2.51
459.48,-1.88,0.75,-1.87,0.76,-0.76,-2.63,-2.62,-2.62
464.07,-1.84,0.90,-1.85,0.88,-0.87,-2.71,-2.72,-2.73
468.71,-1.83,0.98,-1.82,1.00,-0.99,-2.81,-2.80,-2.81
473.40,-1.78,1.11,-1.78,1.10,-1.09,-2.87,-2.87,-2.88
478.13,-1.73,1.19,-1.73,1.19,-1.18,-2.90,-2.91,-2.92
482.91,-1.68,1.26,-1.67,1.27,-1.25,-2.93,-2.92,-2.94
487.74,-1.62,1.33,-1.61,1.32,-1.30,-2.92,-2.92,-2.94
492.62,-1.55,1.36,-1.56,1.35,-1.34,-2.89,-2.90,-2.91
497.55,-1.51,1.36,-1.51,1.37,-1.37,-2.87,-2.87,-2.87
502.52,-1.47,1.36,-1.45,1.37,-1.38,-2.84,-2.83,-2.82
507.55,-1.40,1.37,-1.40,1.37,-1.38,-2.77,-2.78,-2.77
512.62,-1.34,1.37,-1.34,1.36,-1.37,-2.71,-2.71,-2.70
517.75,-1.29,1.35,-1.28,1.35,-1.35,-2.64,-2.63,-2.63
522.93,-1.23,1.33,-1.22,1.34,-1.33,-2.56,-2.56,-2.56
528.16,-1.16,1.33,-1.16,1.32,-1.31,-2.46,-2.47,-2.48
533.44,-1.12,1.28,-1.11,1.29,-1.28,-2.40,-2.39,-2.40
