frequency,raw,error,smoothed,error_smoothed,equalization,equalized_raw,equalized_smoothed,target
27.50,-2.05,4.80,-2.05,4.78,-4.81,-6.85,-6.86,-6.84
27.77,-2.02,4.72,-2.02,4.72,-4.73,-6.74,-6.75,-6.73
28.05,-2.01,4.65,-1.99,4.66,-4.66,-6.66,-6.65,-6.65
28.33,-1.96,4.61,-1.97,4.59,-4.60,-6.55,-6.56,-6.56
28.62,-1.96,4.53,-1.94,4.55,-4.54,-6.50,-6.49,-6.49
28.90,-1.92,4.51,-1.92,4.51,-4.50,-6.42,-6.43,-6.42
29.19,-1.92,4.48,-1.92,4.47,-4.48,-6.39,-6.40,-6.39
29.48,-1.92,4.45,-1.91,4.45,-4.47,-6.38,-6.38,-6.36
29.78,-1.92,4.44,-1.90,4.45,-4.47,-6.38,-6.37,-6.35
30.08,-1.88,4.48,-1.89,4.46,-4.48,-6.35,-6.37,-6.35
30.38,-1.88,4.50,-1.87,4.50,-4.50,-6.37,-6.37,-6.37
30.68,-1.87,4.52,-1.85,4.54,-4.53,-6.39,-6.38,-6.38
30.99,-1.83,4.59,-1.84,4.57,-4.56,-6.39,-6.40,-6.41
31.30,-1.83,4.61,-1.83,4.61,-4.60,-6.43,-6.43,-6.43
31.61,-1.83,4.64,-1.82,4.65,-4.64,-6.47,-6.46,-6.46
31.93,-1.83,4.68,-1.83,4.68,-4.68,-6.50,-6.50,-6.50
32.24,-1.83,4.71,-1.83,4.71,-4.71,-6.53,-6.54,-6.53
32.57,-1.83,4.74,-1.82,4.74,-4.73,-6.56,-6.56,-6.56
32.89,-1.83,4.75,-1.81,4.76,-4.75,-6.58,-6.57,-6.57
33.22,-1.79,4.79,-1.80,4.78,-4.77,-6.55,-6.57,-6.57
33.55,-1.79,4.78,-1.78,4.78,-4.77,-6.56,-6.56,-6.56
33.89,-1.77,4.77,-1.76,4.77,-4.77,-6.54,-6.53,-6.53
34.23,-1.75,4.75,-1.74,4.76,-4.76,-6.51,-6.50,-6.49
34.57,-1.71,4.76,-1.71,4.75,-4.74,-6.45,-6.46,-6.46
34.92,-1.70,4.72,-1.69,4.73,-4.72,-6.41,-6.40,-6.41
35.27,-1.66,4.71,-1.67,4.70,-4.69,-6.34,-6.36,-6.36
35.62,-1.66,4.66,-1.66,4.65,-4.66,-6.31,-6.31,-6.31
35.97,-1.66,4.60,-1.64,4.62,-4.63,-6.28,-6.27,-6.25
36.33,-1.64,4.58,-1.64,4.58,-4.60,-6.23,-6.23,-6.21
36.70,-1.62,4.56,-1.62,4.55,-4.56,-6.18,-6.19,-6.17
37.06,-1.62,4.52,-1.62,4.52,-4.53,-6.15,-6.15,-6.13
37.43,-1.62,4.49,-1.61,4.50,-4.49,-6.11,-6.11,-6.10
37.81,-1.62,4.46,-1.60,4.47,-4.45,-6.07,-6.05,-6.07
38.19,-1.57,4.45,-1.58,4.43,-4.41,-5.97,-5.99,-6.01
38.57,-1.57,4.37,-1.57,4.37,-4.35,-5.92,-5.92,-5.93
38.95,-1.57,4.30,-1.56,4.30,-4.29,-5.86,-5.86,-5.86
39.34,-1.57,4.23,-1.56,4.22,-4.22,-5.79,-5.79,-5.79
39.74,-1.57,4.14,-1.56,4.15,-4.15,-5.72,-5.71,-5.70
40.14,-1.55,4.07,-1.55,4.06,-4.07,-5.62,-5.63,-5.62
40.54,-1.55,3.98,-1.55,3.98,-3.99,-5.54,-5.55,-5.52
40.94,-1.57,3.89,-1.55,3.91,-3.91,-5.48,-5.47,-5.45
41.35,-1.57,3.84,-1.56,3.84,-3.83,-5.40,-5.39,-5.40
41.76,-1.57,3.78,-1.58,3.76,-3.75,-5.32,-5.33,-5.34
42.18,-1.59,3.69,-1.59,3.69,-3.68,-5.26,-5.27,-5.27
42.60,-1.62,3.59,-1.60,3.60,-3.60,-5.22,-5.21,-5.20
43.03,-1.62,3.52,-1.62,3.52,-3.53,-5.14,-5.14,-5.13
43.46,-1.62,3.45,-1.62,3.45,-3.45,-5.07,-5.07,-5.06
43.90,-1.62,3.38,-1.62,3.38,-3.38,-5.00,-5.00,-4.99
44.33,-1.62,3.32,-1.62,3.30,-3.31,-4.92,-4.93,-4.93
44.78,-1.64,3.22,-1.63,3.23,-3.24,-4.87,-4.87,-4.85
45.23,-1.64,3.15,-1.63,3.16,-3.16,-4.80,-4.79,-4.78
45.68,-1.63,3.09,-1.63,3.09,-3.09,-4.71,-4.71,-4.71
46.13,-1.62,3.03,-1.62,3.02,-3.00,-4.62,-4.62,-4.64
46.60,-1.62,2.93,-1.61,2.93,-2.91,-4.53,-4.53,-4.54
47.06,-1.62,2.83,-1.61,2.83,-2.82,-4.43,-4.43,-4.44
47.53,-1.62,2.73,-1.62,2.72,-2.72,-4.34,-4.34,-4.34
48.01,-1.62,2.61,-1.62,2.61,-2.62,-4.24,-4.24,-4.22
48.49,-1.62,2.50,-1.61,2.50,-2.52,-4.14,-4.13,-4.11
48.97,-1.60,2.39,-1.59,2.40,-2.42,-4.01,-4.01,-3.98
49.46,-1.57,2.32,-1.58,2.31,-2.31,-3.88,-3.89,-3.88
49.96,-1.57,2.22,-1.56,2.22,-2.21,-3.78,-3.77,-3.78
50.46,-1.57,2.12,-1.56,2.12,-2.11,-3.67,-3.67,-3.68
50.96,-1.57,2.01,-1.57,2.01,-2.00,-3.57,-3.57,-3.57
51.47,-1.57,1.89,-1.56,1.90,-1.89,-3.46,-3.46,-3.45
51.99,-1.57,1.79,-1.56,1.79,-1.78,-3.35,-3.35,-3.35
52.51,-1.57,1.69,-1.58,1.67,-1.67,-3.23,-3.24,-3.25
53.03,-1.60,1.55,-1.59,1.55,-1.55,-3.15,-3.14,-3.14
53.56,-1.62,1.42,-1.61,1.43,-1.44,-3.05,-3.04,-3.03
54.10,-1.62,1.32,-1.62,1.32,-1.32,-2.94,-2.94,-2.93
54.64,-1.62,1.22,-1.62,1.22,-1.22,-2.83,-2.84,-2.83
55.18,-1.62,1.13,-1.62,1.12,-1.11,-2.73,-2.73,-2.74
55.74,-1.64,1.01,-1.62,1.02,-1.02,-2.66,-2.64,-2.64
56.29,-1.62,0.92,-1.63,0.92,-0.94,-2.55,-2.56,-2.53
56.86,-1.62,0.86,-1.62,0.85,-0.86,-2.48,-2.48,-2.47
57.42,-1.61,0.78,-1.60,0.79,-0.80,-2.41,-2.40,-2.39
58.00,-1.57,0.75,-1.58,0.74,-0.74,-2.31,-2.32,-2.31
58.58,-1.57,0.69,-1.56,0.69,-0.69,-2.26,-2.25,-2.25
59.16,-1.53,0.66,-1.53,0.65,-0.65,-2.18,-2.18,-2.18
59.76,-1.52,0.61,-1.51,0.61,-0.61,-2.13,-2.12,-2.12
60.35,-1.49,0.57,-1.48,0.58,-0.57,-2.06,-2.06,-2.05
60.96,-1.47,0.55,-1.47,0.54,-0.53,-2.00,-2.00,-2.01
61.57,-1.44,0.52,-1.44,0.50,-0.49,-1.92,-1.93,-1.95
62.18,-1.44,0.44,-1.42,0.45,-0.44,-1.88,-1.86,-1.87
62.80,-1.40,0.40,-1.41,0.40,-0.40,-1.79,-1.80,-1.79
63.43,-1.40,0.35,-1.40,0.34,-0.35,-1.75,-1.75,-1.74
64.07,-1.40,0.29,-1.39,0.29,-0.31,-1.70,-1.70,-1.68
64.71,-1.40,0.25,-1.40,0.25,-0.26,-1.66,-1.66,-1.64
65.35,-1.40,0.21,-1.39,0.22,-0.21,-1.61,-1.60,-1.60
66.01,-1.40,0.19,-1.40,0.18,-0.16,-1.56,-1.56,-1.58
66.67,-1.40,0.16,-1.40,0.14,-0.12,-1.52,-1.52,-1.55
67.33,-1.44,0.08,-1.42,0.09,-0.08,-1.51,-1.50,-1.51
68.01,-1.44,0.04,-1.45,0.03,-0.04,-1.48,-1.49,-1.47
68.69,-1.49,-0.02,-1.48,-0.02,-0.01,-1.49,-1.49,-1.46
69.37,-1.52,-0.05,-1.51,-0.04,0.02,-1.49,-1.48,-1.46
70.07,-1.53,-0.05,-1.53,-0.06,0.05,-1.48,-1.48,-1.47
70.77,-1.53,-0.05,-1.53,-0.06,0.06,-1.46,-1.46,-1.47
71.48,-1.53,-0.06,-1.53,-0.06,0.07,-1.45,-1.45,-1.46
72.19,-1.53,-0.07,-1.53,-0.07,0.07,-1.45,-1.46,-1.45
72.91,-1.53,-0.07,-1.52,-0.07,0.06,-1.46,-1.46,-1.45
73.64,-1.53,-0.07,-1.52,-0.06,0.06,-1.47,-1.46,-1.45
74.38,-1.49,-0.04,-1.50,-0.05,0.05,-1.43,-1.44,-1.44
75.12,-1.48,-0.03,-1.47,-0.03,0.04,-1.43,-1.43,-1.44
75.87,-1.44,-0.00,-1.44,-0.01,0.03,-1.40,-1.41,-1.43
76.63,-1.42,-0.00,-1.42,-0.01,0.01,-1.40,-1.40,-1.41
77.40,-1.40,-0.01,-1.39,-0.00,-0.01,-1.41,-1.40,-1.38
78.17,-1.36,0.01,-1.36,0.01,-0.04,-1.40,-1.41,-1.36
78.95,-1.35,0.03,-1.34,0.04,-0.07,-1.42,-1.41,-1.37
79.74,-1.31,0.10,-1.31,0.10,-0.10,-1.41,-1.41,-1.40
80.54,-1.31,0.16,-1.29,0.15,-0.13,-1.43,-1.42,-1.46
81.35,-1.27,0.20,-1.27,0.19,-0.15,-1.42,-1.42,-1.46
82.16,-1.27,0.20,-1.27,0.20,-0.17,-1.44,-1.44,-1.46
82.98,-1.27,0.20,-1.26,0.20,-0.19,-1.46,-1.46,-1.46
83.81,-1.27,0.20,-1.27,0.19,-0.21,-1.48,-1.48,-1.46
84.65,-1.27,0.19,-1.27,0.20,-0.22,-1.49,-1.49,-1.45
85.50,-1.27,0.21,-1.27,0.21,-0.23,-1.50,-1.50,-1.47
86.35,-1.27,0.24,-1.26,0.24,-0.25,-1.51,-1.51,-1.50
87.22,-1.27,0.27,-1.27,0.26,-0.26,-1.52,-1.53,-1.53
88.09,-1.27,0.29,-1.28,0.28,-0.27,-1.54,-1.55,-1.55
88.97,-1.31,0.29,-1.29,0.30,-0.29,-1.59,-1.58,-1.59
89.86,-1.31,0.30,-1.30,0.30,-0.30,-1.60,-1.60,-1.60
90.76,-1.31,0.32,-1.31,0.31,-0.30,-1.61,-1.61,-1.62
91.66,-1.31,0.31,-1.32,0.31,-0.30,-1.61,-1.62,-1.61
92.58,-1.34,0.30,-1.33,0.29,-0.29,-1.63,-1.63,-1.63
93.51,-1.36,0.27,-1.35,0.28,-0.29,-1.64,-1.64,-1.62
94.44,-1.36,0.27,-1.36,0.27,-0.28,-1.64,-1.64,-1.62
95.39,-1.36,0.28,-1.36,0.27,-0.28,-1.63,-1.63,-1.63
96.34,-1.36,0.28,-1.36,0.27,-0.28,-1.63,-1.64,-1.63
97.30,-1.38,0.27,-1.38,0.27,-0.27,-1.65,-1.65,-1.64
98.28,-1.40,0.26,-1.39,0.27,-0.27,-1.67,-1.66,-1.65
99.26,-1.40,0.28,-1.39,0.28,-0.28,-1.67,-1.67,-1.67
100.25,-1.40,0.29,-1.40,0.29,-0.28,-1.67,-1.67,-1.68
101.25,-1.40,0.30,-1.41,0.28,-0.27,-1.67,-1.68,-1.69
102.27,-1.44,0.26,-1.42,0.27,-0.27,-1.70,-1.69,-1.69
103.29,-1.44,0.25,-1.43,0.26,-0.26,-1.70,-1.69,-1.68
104.32,-1.44,0.26,-1.44,0.25,-0.26,-1.69,-1.70,-1.69
105.37,-1.44,0.26,-1.45,0.24,-0.25,-1.68,-1.70,-1.69
106.42,-1.49,0.22,-1.47,0.23,-0.23,-1.72,-1.70,-1.70
107.48,-1.49,0.22,-1.48,0.22,-0.22,-1.71,-1.70,-1.70
108.56,-1.49,0.22,-1.49,0.21,-0.21,-1.69,-1.70,-1.70
109.64,-1.49,0.21,-1.50,0.20,-0.19,-1.68,-1.69,-1.69
110.74,-1.53,0.16,-1.51,0.18,-0.18,-1.70,-1.69,-1.68
111.85,-1.53,0.16,-1.52,0.16,-0.16,-1.69,-1.68,-1.68
112.97,-1.53,0.15,-1.53,0.14,-0.15,-1.67,-1.68,-1.67
114.10,-1.54,0.14,-1.54,0.13,-0.13,-1.67,-1.67,-1.67
115.24,-1.57,0.11,-1.55,0.11,-0.12,-1.68,-1.67,-1.67
116.39,-1.57,0.10,-1.56,0.11,-0.10,-1.67,-1.67,-1.66
117.55,-1.57,0.10,-1.57,0.10,-0.09,-1.66,-1.66,-1.66
118.73,-1.57,0.10,-1.58,0.09,-0.08,-1.65,-1.66,-1.66
119.92,-1.60,0.07,-1.59,0.07,-0.07,-1.67,-1.67,-1.66
121.12,-1.62,0.05,-1.61,0.06,-0.07,-1.68,-1.68,-1.66
122.33,-1.62,0.05,-1.62,0.05,-0.06,-1.68,-1.68,-1.66
123.55,-1.62,0.06,-1.62,0.06,-0.05,-1.67,-1.67,-1.67
124.79,-1.62,0.06,-1.61,0.06,-0.05,-1.66,-1.66,-1.67
126.03,-1.62,0.06,-1.62,0.05,-0.04,-1.65,-1.66,-1.67
127.29,-1.64,0.04,-1.64,0.04,-0.03,-1.67,-1.67,-1.67
128.57,-1.66,0.02,-1.65,0.02,-0.03,-1.68,-1.68,-1.67
129.85,-1.66,0.01,-1.66,0.01,-0.02,-1.68,-1.68,-1.66
131.15,-1.66,0.01,-1.66,0.01,-0.02,-1.67,-1.68,-1.66
132.46,-1.66,0.01,-1.66,0.01,-0.01,-1.67,-1.67,-1.66
133.79,-1.66,0.01,-1.65,0.01,-0.00,-1.66,-1.66,-1.66
135.12,-1.66,0.01,-1.65,0.01,0.00,-1.65,-1.65,-1.66
136.48,-1.66,0.01,-1.66,0.00,0.01,-1.65,-1.65,-1.66
137.84,-1.68,-0.01,-1.68,-0.01,0.01,-1.66,-1.66,-1.66
139.22,-1.70,-0.03,-1.69,-0.03,0.02,-1.68,-1.67,-1.66
140.61,-1.70,-0.04,-1.70,-0.04,0.03,-1.67,-1.67,-1.65
142.02,-1.70,-0.04,-1.70,-0.04,0.03,-1.66,-1.66,-1.65
143.44,-1.70,-0.04,-1.69,-0.04,0.04,-1.65,-1.65,-1.65
144.87,-1.70,-0.04,-1.69,-0.04,0.05,-1.65,-1.64,-1.65
146.32,-1.70,-0.03,-1.70,-0.04,0.05,-1.65,-1.65,-1.66
147.78,-1.71,-0.04,-1.72,-0.05,0.05,-1.66,-1.67,-1.66
149.26,-1.75,-0.06,-1.74,-0.06,0.04,-1.70,-1.70,-1.68
150.75,-1.79,-0.07,-1.77,-0.06,0.04,-1.74,-1.73,-1.71
152.26,-1.79,-0.04,-1.79,-0.05,0.04,-1.74,-1.74,-1.74
153.78,-1.79,-0.03,-1.79,-0.04,0.04,-1.74,-1.74,-1.75
155.32,-1.79,-0.03,-1.79,-0.03,0.05,-1.74,-1.74,-1.75
156.88,-1.79,-0.03,-1.79,-0.03,0.05,-1.74,-1.74,-1.75
158.44,-1.81,-0.04,-1.80,-0.05,0.05,-1.76,-1.75,-1.76
160.03,-1.81,-0.06,-1.80,-0.06,0.05,-1.76,-1.75,-1.74
161.63,-1.81,-0.07,-1.81,-0.07,0.05,-1.75,-1.76,-1.73
163.24,-1.81,-0.06,-1.80,-0.06,0.06,-1.75,-1.75,-1.74
164.88,-1.81,-0.05,-1.81,-0.05,0.06,-1.75,-1.75,-1.75
166.53,-1.81,-0.03,-1.81,-0.04,0.05,-1.75,-1.76,-1.77
168.19,-1.83,-0.05,-1.82,-0.04,0.05,-1.78,-1.77,-1.77
169.87,-1.83,-0.03,-1.82,-0.03,0.03,-1.79,-1.79,-1.79
171.57,-1.83,-0.02,-1.83,-0.02,0.01,-1.82,-1.82,-1.80
173.29,-1.83,0.01,-1.83,0.00,-0.02,-1.84,-1.84,-1.83
175.02,-1.83,0.03,-1.83,0.03,-0.04,-1.87,-1.87,-1.85
176.77,-1.83,0.07,-1.83,0.08,-0.08,-1.90,-1.90,-1.89
178.54,-1.83,0.13,-1.83,0.12,-0.12,-1.94,-1.94,-1.95
180.32,-1.83,0.18,-1.83,0.17,-0.16,-1.98,-1.98,-2.00
182.13,-1.83,0.21,-1.82,0.21,-0.20,-2.03,-2.03,-2.03
183.95,-1.82,0.24,-1.82,0.25,-0.25,-2.07,-2.07,-2.05
185.79,-1.81,0.29,-1.81,0.29,-0.30,-2.10,-2.11,-2.09
187.65,-1.81,0.34,-1.80,0.34,-0.34,-2.15,-2.14,-2.14
189.52,-1.79,0.39,-1.79,0.39,-0.39,-2.17,-2.18,-2.17
191.42,-1.79,0.44,-1.79,0.44,-0.43,-2.22,-2.22,-2.22
193.33,-1.79,0.48,-1.78,0.48,-0.47,-2.26,-2.26,-2.26
195.27,-1.79,0.52,-1.79,0.52,-0.51,-2.30,-2.30,-2.30
197.22,-1.79,0.55,-1.79,0.55,-0.54,-2.33,-2.33,-2.33
199.19,-1.79,0.57,-1.78,0.57,-0.57,-2.36,-2.35,-2.35
201.18,-1.77,0.60,-1.77,0.60,-0.60,-2.36,-2.36,-2.36
203.19,-1.76,0.62,-1.76,0.61,-0.61,-2.37,-2.37,-2.37
205.23,-1.75,0.63,-1.75,0.63,-0.63,-2.38,-2.38,-2.37
207.28,-1.75,0.64,-1.74,0.64,-0.65,-2.39,-2.39,-2.38
209.35,-1.75,0.66,-1.75,0.66,-0.66,-2.41,-2.41,-2.40
211.44,-1.75,0.67,-1.75,0.67,-0.67,-2.42,-2.42,-2.41
213.56,-1.75,0.68,-1.74,0.68,-0.68,-2.42,-2.42,-2.42
215.69,-1.73,0.69,-1.72,0.69,-0.69,-2.41,-2.41,-2.41
217.85,-1.70,0.71,-1.71,0.70,-0.69,-2.39,-2.40,-2.40
220.03,-1.70,0.70,-1.70,0.70,-0.70,-2.39,-2.40,-2.39
222.23,-1.70,0.70,-1.69,0.70,-0.70,-2.40,-2.39,-2.39
224.45,-1.70,0.68,-1.68,0.69,-0.71,-2.40,-2.39,-2.37
226.70,-1.66,0.71,-1.67,0.70,-0.71,-2.36,-2.38,-2.36
228.96,-1.66,0.71,-1.66,0.71,-0.71,-2.36,-2.36,-2.36
231.25,-1.66,0.71,-1.64,0.72,-0.70,-2.36,-2.35,-2.36
233.57,-1.63,0.72,-1.63,0.71,-0.70,-2.33,-2.33,-2.34
235.90,-1.62,0.71,-1.62,0.70,-0.69,-2.31,-2.31,-2.32
238.26,-1.62,0.68,-1.62,0.68,-0.68,-2.30,-2.30,-2.29
240.64,-1.62,0.66,-1.61,0.66,-0.67,-2.28,-2.28,-2.27
243.05,-1.61,0.64,-1.60,0.65,-0.65,-2.26,-2.25,-2.24
245.48,-1.57,0.66,-1.58,0.64,-0.64,-2.20,-2.21,-2.22
247.93,-1.57,0.62,-1.57,0.62,-0.62,-2.18,-2.19,-2.18
250.41,-1.57,0.59,-1.56,0.60,-0.60,-2.17,-2.17,-2.15
252.92,-1.57,0.58,-1.57,0.58,-0.59,-2.16,-2.16,-2.14
255.45,-1.57,0.57,-1.56,0.58,-0.58,-2.14,-2.14,-2.13
258.00,-1.55,0.59,-1.55,0.58,-0.57,-2.11,-2.12,-2.13
260.58,-1.54,0.57,-1.54,0.57,-0.56,-2.09,-2.09,-2.10
263.19,-1.53,0.55,-1.53,0.55,-0.55,-2.07,-2.08,-2.07
265.82,-1.53,0.53,-1.52,0.53,-0.54,-2.07,-2.07,-2.05
268.48,-1.53,0.53,-1.52,0.53,-0.53,-2.06,-2.06,-2.05
271.16,-1.53,0.53,-1.53,0.53,-0.52,-2.05,-2.05,-2.05
273.87,-1.53,0.53,-1.53,0.52,-0.51,-2.04,-2.04,-2.05
276.61,-1.53,0.51,-1.53,0.51,-0.51,-2.03,-2.03,-2.03
279.38,-1.53,0.50,-1.53,0.50,-0.50,-2.03,-2.03,-2.02
282.17,-1.53,0.49,-1.53,0.49,-0.50,-2.03,-2.03,-2.01
284.99,-1.53,0.50,-1.53,0.49,-0.50,-2.03,-2.03,-2.02
287.84,-1.53,0.50,-1.53,0.50,-0.51,-2.03,-2.03,-2.02
290.72,-1.53,0.52,-1.53,0.52,-0.51,-2.04,-2.04,-2.04
293.63,-1.53,0.53,-1.53,0.53,-0.52,-2.05,-2.05,-2.05
296.57,-1.53,0.55,-1.53,0.54,-0.54,-2.06,-2.06,-2.07
299.53,-1.53,0.55,-1.53,0.55,-0.55,-2.08,-2.08,-2.07
302.53,-1.53,0.56,-1.53,0.56,-0.57,-2.09,-2.09,-2.08
305.55,-1.53,0.58,-1.52,0.58,-0.58,-2.11,-2.10,-2.10
308.61,-1.51,0.60,-1.51,0.60,-0.60,-2.11,-2.11,-2.10
311.69,-1.50,0.62,-1.50,0.62,-0.62,-2.11,-2.12,-2.11
314.81,-1.49,0.65,-1.49,0.64,-0.64,-2.13,-2.13,-2.13
317.96,-1.49,0.67,-1.49,0.66,-0.67,-2.15,-2.15,-2.15
321.14,-1.49,0.68,-1.48,0.68,-0.69,-2.17,-2.17,-2.16
324.35,-1.49,0.70,-1.47,0.71,-0.71,-2.20,-2.19,-2.18
327.59,-1.46,0.74,-1.46,0.74,-0.74,-2.19,-2.20,-2.19
330.87,-1.44,0.78,-1.45,0.76,-0.76,-2.19,-2.21,-2.21
334.18,-1.44,0.78,-1.43,0.78,-0.78,-2.21,-2.21,-2.21
337.52,-1.44,0.78,-1.42,0.80,-0.80,-2.23,-2.22,-2.21
340.90,-1.40,0.82,-1.41,0.80,-0.81,-2.21,-2.22,-2.21
344.30,-1.40,0.81,-1.40,0.81,-0.82,-2.21,-2.21,-2.20
347.75,-1.40,0.81,-1.38,0.82,-0.82,-2.22,-2.20,-2.20
351.23,-1.36,0.83,-1.37,0.81,-0.81,-2.17,-2.18,-2.18
354.74,-1.36,0.80,-1.36,0.80,-0.79,-2.15,-2.15,-2.15
358.28,-1.36,0.77,-1.35,0.77,-0.76,-2.12,-2.11,-2.12
361.87,-1.36,0.74,-1.35,0.73,-0.72,-2.08,-2.07,-2.09
365.49,-1.36,0.68,-1.36,0.68,-0.67,-2.03,-2.03,-2.03
369.14,-1.36,0.62,-1.37,0.61,-0.61,-1.96,-1.98,-1.97
372.83,-1.40,0.52,-1.38,0.53,-0.54,-1.93,-1.92,-1.91
376.56,-1.40,0.46,-1.40,0.45,-0.46,-1.85,-1.86,-1.85
380.33,-1.43,0.37,-1.42,0.37,-0.37,-1.79,-1.79,-1.79
384.13,-1.44,0.29,-1.44,0.29,-0.28,-1.71,-1.71,-1.72
387.97,-1.47,0.20,-1.47,0.19,-0.19,-1.65,-1.65,-1.66
391.85,-1.49,0.11,-1.49,0.10,-0.10,-1.59,-1.59,-1.59
395.77,-1.53,-0.00,-1.52,0.01,-0.02,-1.55,-1.54,-1.52
399.73,-1.53,-0.06,-1.53,-0.06,0.05,-1.48,-1.49,-1.46
403.72,-1.57,-0.13,-1.56,-0.12,0.11,-1.46,-1.45,-1.43
407.76,-1.57,-0.14,-1.58,-0.16,0.15,-1.41,-1.42,-1.42
411.84,-1.62,-0.19,-1.60,-0.18,0.19,-1.43,-1.41,-1.42
415.96,-1.63,-0.19,-1.63,-0.20,0.21,-1.42,-1.42,-1.43
420.12,-1.66,-0.20,-1.66,-0.21,0.21,-1.45,-1.45,-1.45
424.32,-1.70,-0.20,-1.69,-0.20,0.19,-1.50,-1.50,-1.49
428.56,-1.74,-0.18,-1.74,-0.18,0.16,-1.57,-1.57,-1.55
432.85,-1.77,-0.12,-1.77,-0.13,0.12,-1.65,-1.66,-1.64
437.18,-1.83,-0.07,-1.81,-0.06,0.05,-1.77,-1.76,-1.75
441.55,-1.83,0.04,-1.84,0.02,-0.03,-1.85,-1.87,-1.86
445.96,-1.88,0.10,-1.86,0.12,-0.12,-2.00,-1.99,-1.97
450.42,-1.88,0.23,-1.88,0.22,-0.23,-2.11,-2.11,-2.10
454.93,-1.88,0.35,-1.88,0.35,-0.35,-2.23,-2.23,-2.22
459.48,-1.88,0.47,-1.87,0.48,-0.48,-2.35,-2.34,-2.34
464.07,-1.84,0.62,-1.85,0.60,-0.60,-2.43,-2.45,-2.45
468.71,-1.83,0.71,-1.82,0.72,-0.72,-2.54,-2.53,-2.53
473.40,-1.78,0.84,-1.78,0.83,-0.82,-2.60,-2.60,-2.61
478.13,-1.73,0.93,-1.73,0.92,-0.91,-2.64,-2.64,-2.65
482.91,-1.68,1.00,-1.67,1.01,-0.99,-2.66,-2.66,-2.67
487.74,-1.62,1.07,-1.61,1.06,-1.05,-2.66,-2.66,-2.68
492.62,-1.55,1.11,-1.56,1.10,-1.09,-2.63,-2.65,-2.65
497.55,-1.51,1.11,-1.51,1.11,-1.11,-2.62,-2.62,-2.61
502.52,-1.47,1.11,-1.45,1.12,-1.13,-2.59,-2.58,-2.57
507.55,-1.40,1.13,-1.40,1.12,-1.13,-2.53,-2.53,-2.52
512.62,-1.34,1.13,-1.34,1.12,-1.13,-2.46,-2.47,-2.46
517.75,-1.29,1.11,-1.28,1.12,-1.12,-2.40,-2.40,-2.39
522.93,-1.23,1.10,-1.22,1.10,-1.10,-2.33,-2.32,-2.32
528.16,-1.16,1.10,-1.16,1.09,-1.08,-2.24,-2.24,-2.25
