frequency,raw,error,smoothed,error_smoothed,equalization,parametric_eq,fixed_band_eq,equalized_raw,equalized_smoothed,target
24.40,-2.37,4.64,-2.38,4.60,-4.60,-3.62,-3.62,-6.97,-6.99,-7.01
24.65,-2.35,4.77,-2.35,4.76,-4.76,-3.71,-3.72,-7.10,-7.11,-7.11
24.89,-2.31,4.91,-2.32,4.88,-4.88,-3.81,-3.82,-7.19,-7.20,-7.22
25.14,-2.29,5.00,-2.29,4.98,-4.98,-3.91,-3.92,-7.27,-7.27,-7.29
25.39,-2.27,5.08,-2.27,5.04,-5.04,-4.02,-4.02,-7.30,-7.31,-7.34
25.65,-2.26,5.11,-2.24,5.08,-5.08,-4.12,-4.12,-7.33,-7.32,-7.36
25.91,-2.22,5.14,-2.21,5.09,-5.09,-4.22,-4.22,-7.30,-7.30,-7.35
26.16,-2.20,5.12,-2.19,5.08,-5.08,-4.32,-4.32,-7.27,-7.26,-7.31
26.43,-2.18,5.08,-2.16,5.05,-5.05,-4.42,-4.41,-7.23,-7.21,-7.25
26.69,-2.14,5.05,-2.13,5.01,-5.01,-4.52,-4.51,-7.14,-7.14,-7.18
26.96,-2.12,4.95,-2.10,4.95,-4.95,-4.61,-4.61,-7.07,-7.06,-7.07
27.23,-2.09,4.85,-2.08,4.89,-4.89,-4.71,-4.70,-6.98,-6.97,-6.94
27.50,-2.05,4.80,-2.05,4.82,-4.82,-4.80,-4.79,-6.87,-6.88,-6.84
27.77,-2.02,4.72,-2.03,4.75,-4.75,-4.89,-4.87,-6.77,-6.78,-6.73
28.05,-2.01,4.65,-2.00,4.69,-4.69,-4.97,-4.96,-6.69,-6.69,-6.65
28.33,-1.96,4.61,-1.98,4.63,-4.63,-5.05,-5.03,-6.58,-6.61,-6.56
28.62,-1.96,4.53,-1.96,4.58,-4.58,-5.12,-5.11,-6.53,-6.53,-6.49
28.90,-1.92,4.51,-1.94,4.54,-4.54,-5.19,-5.17,-6.45,-6.47,-6.42
29.19,-1.92,4.48,-1.92,4.51,-4.51,-5.25,-5.23,-6.42,-6.43,-6.39
29.48,-1.92,4.45,-1.90,4.49,-4.49,-5.31,-5.28,-6.41,-6.39,-6.36
29.78,-1.92,4.44,-1.89,4.49,-4.49,-5.35,-5.33,-6.40,-6.38,-6.35
30.08,-1.88,4.48,-1.88,4.50,-4.50,-5.39,-5.36,-6.37,-6.37,-6.35
30.38,-1.88,4.50,-1.87,4.51,-4.51,-5.42,-5.39,-6.39,-6.38,-6.37
30.68,-1.87,4.52,-1.86,4.54,-4.54,-5.44,-5.41,-6.40,-6.40,-6.38
30.99,-1.83,4.59,-1.85,4.56,-4.56,-5.45,-5.42,-6.39,-6.42,-6.41
31.30,-1.83,4.61,-1.85,4.60,-4.60,-5.45,-5.42,-6.42,-6.44,-6.43
31.61,-1.83,4.64,-1.84,4.63,-4.63,-5.45,-5.41,-6.45,-6.47,-6.46
31.93,-1.83,4.68,-1.83,4.66,-4.66,-5.43,-5.39,-6.49,-6.49,-6.50
32.24,-1.83,4.71,-1.82,4.69,-4.69,-5.41,-5.36,-6.52,-6.51,-6.53
32.57,-1.83,4.74,-1.81,4.72,-4.72,-5.37,-5.33,-6.55,-6.53,-6.56
32.89,-1.83,4.75,-1.79,4.74,-4.74,-5.33,-5.28,-6.57,-6.53,-6.57
33.22,-1.79,4.79,-1.78,4.75,-4.75,-5.28,-5.23,-6.54,-6.53,-6.57
33.55,-1.79,4.78,-1.77,4.76,-4.76,-5.23,-5.17,-6.54,-6.52,-6.56
33.89,-1.77,4.77,-1.75,4.76,-4.76,-5.16,-5.10,-6.52,-6.51,-6.53
34.23,-1.75,4.75,-1.74,4.75,-4.75,-5.09,-5.03,-6.49,-6.48,-6.49
34.57,-1.71,4.76,-1.72,4.73,-4.73,-5.02,-4.95,-6.44,-6.46,-6.46
34.92,-1.70,4.72,-1.70,4.72,-4.72,-4.94,-4.87,-6.41,-6.42,-6.41
35.27,-1.66,4.71,-1.69,4.70,-4.70,-4.85,-4.78,-6.35,-6.38,-6.36
35.62,-1.66,4.66,-1.67,4.67,-4.67,-4.76,-4.69,-6.33,-6.34,-6.31
35.97,-1.66,4.60,-1.65,4.65,-4.65,-4.67,-4.59,-6.30,-6.30,-6.25
36.33,-1.64,4.58,-1.64,4.61,-4.61,-4.58,-4.50,-6.25,-6.25,-6.21
36.70,-1.62,4.56,-1.62,4.58,-4.58,-4.48,-4.39,-6.19,-6.20,-6.17
37.06,-1.62,4.52,-1.61,4.54,-4.54,-4.38,-4.29,-6.15,-6.14,-6.13
37.43,-1.62,4.49,-1.60,4.49,-4.49,-4.28,-4.19,-6.11,-6.09,-6.10
37.81,-1.62,4.46,-1.59,4.44,-4.44,-4.18,-4.09,-6.06,-6.03,-6.07
38.19,-1.57,4.45,-1.58,4.39,-4.39,-4.08,-3.98,-5.96,-5.97,-6.01
38.57,-1.57,4.37,-1.57,4.34,-4.34,-3.98,-3.88,-5.90,-5.91,-5.93
38.95,-1.57,4.30,-1.57,4.28,-4.28,-3.88,-3.77,-5.84,-5.84,-5.86
39.34,-1.57,4.23,-1.57,4.21,-4.21,-3.79,-3.67,-5.78,-5.78,-5.79
39.74,-1.57,4.14,-1.56,4.15,-4.15,-3.69,-3.57,-5.71,-5.71,-5.70
40.14,-1.55,4.07,-1.56,4.08,-4.08,-3.59,-3.46,-5.62,-5.64,-5.62
40.54,-1.55,3.98,-1.56,4.00,-4.00,-3.50,-3.36,-5.55,-5.57,-5.52
40.94,-1.57,3.89,-1.57,3.92,-3.92,-3.40,-3.27,-5.49,-5.49,-5.45
41.35,-1.57,3.84,-1.57,3.84,-3.84,-3.31,-3.17,-5.41,-5.42,-5.40
41.76,-1.57,3.78,-1.58,3.76,-3.76,-3.22,-3.07,-5.33,-5.34,-5.34
42.18,-1.59,3.69,-1.59,3.69,-3.69,-3.13,-2.98,-5.27,-5.27,-5.27
42.60,-1.62,3.59,-1.60,3.61,-3.61,-3.04,-2.89,-5.22,-5.20,-5.20
43.03,-1.62,3.52,-1.60,3.54,-3.54,-2.96,-2.79,-5.15,-5.14,-5.13
43.46,-1.62,3.45,-1.61,3.46,-3.46,-2.88,-2.71,-5.08,-5.07,-5.06
43.90,-1.62,3.38,-1.61,3.39,-3.39,-2.79,-2.62,-5.00,-5.00,-4.99
44.33,-1.62,3.32,-1.62,3.31,-3.31,-2.72,-2.53,-4.93,-4.93,-4.93
44.78,-1.64,3.22,-1.63,3.23,-3.23,-2.64,-2.45,-4.87,-4.86,-4.85
45.23,-1.64,3.15,-1.63,3.15,-3.15,-2.56,-2.37,-4.79,-4.78,-4.78
45.68,-1.63,3.09,-1.63,3.07,-3.07,-2.49,-2.29,-4.70,-4.70,-4.71
46.13,-1.62,3.03,-1.62,2.99,-2.99,-2.42,-2.21,-4.60,-4.61,-4.64
46.60,-1.62,2.93,-1.62,2.90,-2.90,-2.35,-2.14,-4.51,-4.52,-4.54
47.06,-1.62,2.83,-1.61,2.81,-2.81,-2.29,-2.07,-4.43,-4.42,-4.44
47.53,-1.62,2.73,-1.61,2.72,-2.72,-2.22,-1.99,-4.33,-4.33,-4.34
48.01,-1.62,2.61,-1.60,2.63,-2.63,-2.16,-1.92,-4.24,-4.22,-4.22
48.49,-1.62,2.50,-1.59,2.53,-2.53,-2.10,-1.86,-4.14,-4.12,-4.11
48.97,-1.60,2.39,-1.59,2.42,-2.42,-2.04,-1.79,-4.02,-4.01,-3.98
49.46,-1.57,2.32,-1.58,2.32,-2.32,-1.98,-1.73,-3.88,-3.90,-3.88
49.96,-1.57,2.22,-1.58,2.21,-2.21,-1.93,-1.66,-3.78,-3.79,-3.78
50.46,-1.57,2.12,-1.58,2.10,-2.10,-1.87,-1.60,-3.67,-3.68,-3.68
50.96,-1.57,2.01,-1.58,1.99,-1.99,-1.82,-1.54,-3.56,-3.57,-3.57
51.47,-1.57,1.89,-1.58,1.88,-1.88,-1.77,-1.48,-3.44,-3.46,-3.45
51.99,-1.57,1.79,-1.58,1.76,-1.76,-1.72,-1.43,-3.33,-3.35,-3.35
52.51,-1.57,1.69,-1.59,1.65,-1.65,-1.68,-1.37,-3.22,-3.24,-3.25
53.03,-1.60,1.55,-1.59,1.54,-1.54,-1.63,-1.32,-3.14,-3.14,-3.14
53.56,-1.62,1.42,-1.60,1.43,-1.43,-1.59,-1.27,-3.05,-3.04,-3.03
54.10,-1.62,1.32,-1.61,1.33,-1.33,-1.54,-1.22,-2.95,-2.94,-2.93
54.64,-1.62,1.22,-1.61,1.23,-1.23,-1.50,-1.17,-2.84,-2.84,-2.83
55.18,-1.62,1.13,-1.61,1.13,-1.13,-1.46,-1.12,-2.74,-2.74,-2.74
55.74,-1.64,1.01,-1.61,1.04,-1.04,-1.42,-1.08,-2.68,-2.65,-2.64
56.29,-1.62,0.92,-1.61,0.96,-0.96,-1.39,-1.03,-2.57,-2.57,-2.53
56.86,-1.62,0.86,-1.60,0.88,-0.88,-1.35,-0.99,-2.50,-2.48,-2.47
57.42,-1.61,0.78,-1.59,0.82,-0.82,-1.31,-0.95,-2.43,-2.40,-2.39
58.00,-1.57,0.75,-1.57,0.76,-0.76,-1.28,-0.91,-2.32,-2.33,-2.31
58.58,-1.57,0.69,-1.55,0.70,-0.70,-1.25,-0.87,-2.26,-2.25,-2.25
59.16,-1.53,0.66,-1.53,0.65,-0.65,-1.21,-0.83,-2.17,-2.18,-2.18
59.76,-1.52,0.61,-1.51,0.60,-0.60,-1.18,-0.80,-2.12,-2.11,-2.12
60.35,-1.49,0.57,-1.49,0.56,-0.56,-1.15,-0.77,-2.04,-2.05,-2.05
60.96,-1.47,0.55,-1.47,0.51,-0.51,-1.12,-0.73,-1.98,-1.98,-2.01
61.57,-1.44,0.52,-1.45,0.48,-0.48,-1.09,-0.70,-1.91,-1.92,-1.95
62.18,-1.44,0.44,-1.43,0.44,-0.44,-1.07,-0.67,-1.87,-1.86,-1.87
62.80,-1.40,0.40,-1.41,0.39,-0.39,-1.04,-0.64,-1.79,-1.81,-1.79
63.43,-1.40,0.35,-1.41,0.35,-0.35,-1.01,-0.62,-1.74,-1.75,-1.74
64.07,-1.40,0.29,-1.40,0.30,-0.30,-0.99,-0.59,-1.70,-1.70,-1.68
64.71,-1.40,0.25,-1.40,0.25,-0.25,-0.97,-0.57,-1.65,-1.66,-1.64
65.35,-1.40,0.21,-1.41,0.21,-0.21,-0.94,-0.54,-1.60,-1.62,-1.60
66.01,-1.40,0.19,-1.42,0.16,-0.16,-0.92,-0.52,-1.56,-1.58,-1.58
66.67,-1.40,0.16,-1.43,0.12,-0.12,-0.90,-0.50,-1.52,-1.55,-1.55
67.33,-1.44,0.08,-1.44,0.08,-0.08,-0.88,-0.48,-1.51,-1.52,-1.51
68.01,-1.44,0.04,-1.46,0.04,-0.04,-0.85,-0.46,-1.48,-1.50,-1.47
68.69,-1.49,-0.02,-1.47,0.01,-0.01,-0.83,-0.45,-1.50,-1.49,-1.46
69.37,-1.52,-0.05,-1.49,-0.01,0.01,-0.81,-0.43,-1.50,-1.48,-1.46
70.07,-1.53,-0.05,-1.50,-0.03,0.03,-0.80,-0.41,-1.49,-1.47,-1.47
70.77,-1.53,-0.05,-1.51,-0.05,0.05,-0.78,-0.40,-1.48,-1.46,-1.47
71.48,-1.53,-0.06,-1.51,-0.06,0.06,-0.76,-0.38,-1.47,-1.45,-1.46
72.19,-1.53,-0.07,-1.51,-0.07,0.07,-0.74,-0.37,-1.46,-1.44,-1.45
72.91,-1.53,-0.07,-1.51,-0.07,0.07,-0.73,-0.36,-1.45,-1.43,-1.45
73.64,-1.53,-0.07,-1.50,-0.07,0.07,-0.71,-0.35,-1.45,-1.43,-1.45
74.38,-1.49,-0.04,-1.48,-0.06,0.06,-0.69,-0.33,-1.43,-1.43,-1.44
75.12,-1.48,-0.03,-1.46,-0.04,0.04,-0.68,-0.32,-1.44,-1.42,-1.44
75.87,-1.44,-0.00,-1.44,-0.02,0.02,-0.66,-0.31,-1.42,-1.42,-1.43
76.63,-1.42,-0.00,-1.42,0.00,-0.00,-0.65,-0.30,-1.42,-1.42,-1.41
77.40,-1.40,-0.01,-1.39,0.03,-0.03,-0.63,-0.29,-1.42,-1.42,-1.38
78.17,-1.36,0.01,-1.37,0.05,-0.05,-0.62,-0.28,-1.40,-1.42,-1.36
78.95,-1.35,0.03,-1.35,0.07,-0.07,-0.61,-0.27,-1.41,-1.42,-1.37
79.74,-1.31,0.10,-1.32,0.09,-0.09,-0.59,-0.26,-1.40,-1.42,-1.40
80.54,-1.31,0.16,-1.31,0.12,-0.12,-0.58,-0.26,-1.42,-1.42,-1.46
81.35,-1.27,0.20,-1.29,0.14,-0.14,-0.57,-0.25,-1.40,-1.43,-1.46
82.16,-1.27,0.20,-1.28,0.16,-0.16,-0.56,-0.24,-1.43,-1.44,-1.46
82.98,-1.27,0.20,-1.27,0.18,-0.18,-0.55,-0.23,-1.45,-1.45,-1.46
83.81,-1.27,0.20,-1.26,0.21,-0.21,-0.54,-0.22,-1.47,-1.47,-1.46
84.65,-1.27,0.19,-1.26,0.23,-0.23,-0.53,-0.21,-1.49,-1.49,-1.45
85.50,-1.27,0.21,-1.26,0.24,-0.24,-0.51,-0.21,-1.51,-1.51,-1.47
86.35,-1.27,0.24,-1.27,0.26,-0.26,-0.50,-0.20,-1.52,-1.53,-1.50
87.22,-1.27,0.27,-1.27,0.27,-0.27,-0.49,-0.19,-1.53,-1.54,-1.53
88.09,-1.27,0.29,-1.28,0.28,-0.28,-0.49,-0.18,-1.54,-1.56,-1.55
88.97,-1.31,0.29,-1.29,0.28,-0.28,-0.48,-0.18,-1.58,-1.57,-1.59
89.86,-1.31,0.30,-1.30,0.28,-0.28,-0.47,-0.17,-1.58,-1.58,-1.60
90.76,-1.31,0.32,-1.31,0.28,-0.28,-0.46,-0.16,-1.59,-1.59,-1.62
91.66,-1.31,0.31,-1.32,0.29,-0.29,-0.45,-0.15,-1.59,-1.60,-1.61
92.58,-1.34,0.30,-1.33,0.29,-0.29,-0.44,-0.15,-1.63,-1.62,-1.63
93.51,-1.36,0.27,-1.34,0.29,-0.29,-0.43,-0.14,-1.65,-1.63,-1.62
94.44,-1.36,0.27,-1.35,0.29,-0.29,-0.43,-0.13,-1.65,-1.64,-1.62
95.39,-1.36,0.28,-1.36,0.29,-0.29,-0.42,-0.12,-1.65,-1.65,-1.63
96.34,-1.36,0.28,-1.37,0.29,-0.29,-0.41,-0.12,-1.64,-1.65,-1.63
97.30,-1.38,0.27,-1.38,0.28,-0.28,-0.40,-0.11,-1.66,-1.66,-1.64
98.28,-1.40,0.26,-1.39,0.28,-0.28,-0.40,-0.10,-1.67,-1.66,-1.65
99.26,-1.40,0.28,-1.39,0.28,-0.28,-0.39,-0.10,-1.67,-1.67,-1.67
100.25,-1.40,0.29,-1.40,0.27,-0.27,-0.39,-0.09,-1.67,-1.67,-1.68
101.25,-1.40,0.30,-1.41,0.27,-0.27,-0.38,-0.08,-1.66,-1.68,-1.69
102.27,-1.44,0.26,-1.42,0.26,-0.26,-0.37,-0.08,-1.70,-1.69,-1.69
103.29,-1.44,0.25,-1.43,0.26,-0.26,-0.37,-0.07,-1.69,-1.69,-1.68
104.32,-1.44,0.26,-1.44,0.25,-0.25,-0.36,-0.06,-1.69,-1.69,-1.69
105.37,-1.44,0.26,-1.45,0.24,-0.24,-0.36,-0.06,-1.68,-1.70,-1.69
106.42,-1.49,0.22,-1.47,0.23,-0.23,-0.35,-0.05,-1.72,-1.70,-1.70
107.48,-1.49,0.22,-1.48,0.22,-0.22,-0.35,-0.04,-1.70,-1.70,-1.70
108.56,-1.49,0.22,-1.49,0.21,-0.21,-0.34,-0.04,-1.69,-1.69,-1.70
109.64,-1.49,0.21,-1.50,0.19,-0.19,-0.34,-0.03,-1.68,-1.69,-1.69
110.74,-1.53,0.16,-1.51,0.18,-0.18,-0.33,-0.03,-1.70,-1.69,-1.68
111.85,-1.53,0.16,-1.52,0.16,-0.16,-0.33,-0.02,-1.69,-1.68,-1.68
112.97,-1.53,0.15,-1.53,0.15,-0.15,-0.32,-0.02,-1.67,-1.68,-1.67
114.10,-1.54,0.14,-1.54,0.13,-0.13,-0.32,-0.01,-1.67,-1.68,-1.67
115.24,-1.57,0.11,-1.55,0.12,-0.12,-0.32,-0.01,-1.69,-1.67,-1.67
116.39,-1.57,0.10,-1.56,0.11,-0.11,-0.31,-0.01,-1.67,-1.67,-1.66
117.55,-1.57,0.10,-1.57,0.10,-0.10,-0.31,-0.00,-1.66,-1.67,-1.66
118.73,-1.57,0.10,-1.58,0.09,-0.09,-0.30,0.00,-1.65,-1.67,-1.66
119.92,-1.60,0.07,-1.59,0.08,-0.08,-0.30,0.00,-1.67,-1.67,-1.66
121.12,-1.62,0.05,-1.60,0.07,-0.07,-0.30,0.00,-1.68,-1.67,-1.66
122.33,-1.62,0.05,-1.61,0.06,-0.06,-0.30,0.01,-1.67,-1.67,-1.66
123.55,-1.62,0.06,-1.62,0.05,-0.05,-0.29,0.01,-1.67,-1.67,-1.67
124.79,-1.62,0.06,-1.62,0.05,-0.05,-0.29,0.01,-1.66,-1.67,-1.67
126.03,-1.62,0.06,-1.63,0.04,-0.04,-0.29,0.01,-1.66,-1.67,-1.67
127.29,-1.64,0.04,-1.63,0.03,-0.03,-0.28,0.00,-1.67,-1.67,-1.67
128.57,-1.66,0.02,-1.64,0.03,-0.03,-0.28,0.00,-1.68,-1.67,-1.67
129.85,-1.66,0.01,-1.65,0.02,-0.02,-0.28,0.00,-1.68,-1.67,-1.66
131.15,-1.66,0.01,-1.65,0.01,-0.01,-0.28,-0.00,-1.67,-1.67,-1.66
132.46,-1.66,0.01,-1.66,0.01,-0.01,-0.28,-0.00,-1.66,-1.67,-1.66
133.79,-1.66,0.01,-1.66,0.00,-0.00,-0.27,-0.01,-1.66,-1.66,-1.66
135.12,-1.66,0.01,-1.66,-0.00,0.00,-0.27,-0.01,-1.65,-1.66,-1.66
136.48,-1.66,0.01,-1.67,-0.01,0.01,-0.27,-0.02,-1.65,-1.66,-1.66
137.84,-1.68,-0.01,-1.67,-0.02,0.02,-0.27,-0.02,-1.66,-1.65,-1.66
139.22,-1.70,-0.03,-1.68,-0.02,0.02,-0.27,-0.03,-1.67,-1.65,-1.66
140.61,-1.70,-0.04,-1.69,-0.03,0.03,-0.27,-0.03,-1.67,-1.66,-1.65
142.02,-1.70,-0.04,-1.69,-0.03,0.03,-0.27,-0.04,-1.66,-1.66,-1.65
143.44,-1.70,-0.04,-1.70,-0.03,0.03,-0.26,-0.04,-1.66,-1.67,-1.65
144.87,-1.70,-0.04,-1.71,-0.04,0.04,-0.26,-0.05,-1.66,-1.68,-1.65
146.32,-1.70,-0.03,-1.72,-0.04,0.04,-0.26,-0.06,-1.66,-1.68,-1.66
147.78,-1.71,-0.04,-1.73,-0.04,0.04,-0.26,-0.07,-1.66,-1.69,-1.66
149.26,-1.75,-0.06,-1.75,-0.05,0.05,-0.26,-0.07,-1.70,-1.70,-1.68
150.75,-1.79,-0.07,-1.75,-0.05,0.05,-0.26,-0.08,-1.74,-1.71,-1.71
152.26,-1.79,-0.04,-1.76,-0.05,0.05,-0.26,-0.09,-1.74,-1.71,-1.74
153.78,-1.79,-0.03,-1.77,-0.05,0.05,-0.26,-0.10,-1.74,-1.72,-1.75
155.32,-1.79,-0.03,-1.78,-0.05,0.05,-0.26,-0.11,-1.73,-1.73,-1.75
156.88,-1.79,-0.03,-1.79,-0.05,0.05,-0.26,-0.12,-1.73,-1.74,-1.75
158.44,-1.81,-0.04,-1.80,-0.06,0.06,-0.26,-0.12,-1.75,-1.74,-1.76
160.03,-1.81,-0.06,-1.80,-0.06,0.06,-0.26,-0.13,-1.75,-1.75,-1.74
161.63,-1.81,-0.07,-1.81,-0.06,0.06,-0.26,-0.14,-1.75,-1.75,-1.73
163.24,-1.81,-0.06,-1.81,-0.06,0.06,-0.26,-0.15,-1.75,-1.76,-1.74
164.88,-1.81,-0.05,-1.82,-0.05,0.05,-0.26,-0.16,-1.75,-1.76,-1.75
166.53,-1.81,-0.03,-1.82,-0.04,0.04,-0.26,-0.17,-1.76,-1.77,-1.77
168.19,-1.83,-0.05,-1.82,-0.03,0.03,-0.26,-0.18,-1.79,-1.79,-1.77
169.87,-1.83,-0.03,-1.82,-0.02,0.02,-0.26,-0.19,-1.81,-1.80,-1.79
171.57,-1.83,-0.02,-1.82,-0.00,0.00,-0.26,-0.20,-1.82,-1.82,-1.80
173.29,-1.83,0.01,-1.83,0.02,-0.02,-0.26,-0.21,-1.85,-1.85,-1.83
175.02,-1.83,0.03,-1.82,0.05,-0.05,-0.26,-0.22,-1.88,-1.87,-1.85
176.77,-1.83,0.07,-1.82,0.08,-0.08,-0.26,-0.24,-1.91,-1.91,-1.89
178.54,-1.83,0.13,-1.82,0.12,-0.12,-0.27,-0.25,-1.95,-1.94,-1.95
180.32,-1.83,0.18,-1.82,0.16,-0.16,-0.27,-0.26,-1.99,-1.98,-2.00
182.13,-1.83,0.21,-1.82,0.21,-0.21,-0.27,-0.27,-2.03,-2.02,-2.03
183.95,-1.82,0.24,-1.81,0.25,-0.25,-0.27,-0.28,-2.06,-2.06,-2.05
185.79,-1.81,0.29,-1.81,0.30,-0.30,-0.27,-0.29,-2.10,-2.11,-2.09
187.65,-1.81,0.34,-1.80,0.34,-0.34,-0.27,-0.30,-2.15,-2.15,-2.14
189.52,-1.79,0.39,-1.80,0.39,-0.39,-0.27,-0.32,-2.17,-2.18,-2.17
191.42,-1.79,0.44,-1.79,0.43,-0.43,-0.27,-0.33,-2.21,-2.22,-2.22
193.33,-1.79,0.48,-1.79,0.47,-0.47,-0.28,-0.34,-2.25,-2.25,-2.26
195.27,-1.79,0.52,-1.78,0.50,-0.50,-0.28,-0.35,-2.29,-2.29,-2.30
197.22,-1.79,0.55,-1.78,0.53,-0.53,-0.28,-0.36,-2.32,-2.31,-2.33
199.19,-1.79,0.57,-1.77,0.56,-0.56,-0.28,-0.38,-2.35,-2.34,-2.35
201.18,-1.77,0.60,-1.77,0.59,-0.59,-0.28,-0.39,-2.36,-2.36,-2.36
203.19,-1.76,0.62,-1.76,0.61,-0.61,-0.29,-0.40,-2.37,-2.38,-2.37
205.23,-1.75,0.63,-1.76,0.63,-0.63,-0.29,-0.41,-2.38,-2.39,-2.37
207.28,-1.75,0.64,-1.75,0.65,-0.65,-0.29,-0.43,-2.39,-2.40,-2.38
209.35,-1.75,0.66,-1.74,0.66,-0.66,-0.29,-0.44,-2.41,-2.41,-2.40
211.44,-1.75,0.67,-1.74,0.67,-0.67,-0.30,-0.45,-2.42,-2.41,-2.41
213.56,-1.75,0.68,-1.73,0.68,-0.68,-0.30,-0.46,-2.43,-2.41,-2.42
215.69,-1.73,0.69,-1.72,0.69,-0.69,-0.30,-0.47,-2.42,-2.41,-2.41
217.85,-1.70,0.71,-1.71,0.70,-0.70,-0.30,-0.49,-2.39,-2.41,-2.40
220.03,-1.70,0.70,-1.70,0.70,-0.70,-0.31,-0.50,-2.40,-2.40,-2.39
222.23,-1.70,0.70,-1.69,0.71,-0.71,-0.31,-0.51,-2.40,-2.40,-2.39
224.45,-1.70,0.68,-1.68,0.71,-0.71,-0.31,-0.52,-2.40,-2.39,-2.37
226.70,-1.66,0.71,-1.67,0.71,-0.71,-0.31,-0.53,-2.36,-2.38,-2.36
228.96,-1.66,0.71,-1.66,0.71,-0.71,-0.32,-0.54,-2.36,-2.36,-2.36
231.25,-1.66,0.71,-1.65,0.70,-0.70,-0.32,-0.55,-2.36,-2.35,-2.36
233.57,-1.63,0.72,-1.63,0.69,-0.69,-0.32,-0.56,-2.32,-2.33,-2.34
235.90,-1.62,0.71,-1.62,0.68,-0.68,-0.33,-0.56,-2.30,-2.31,-2.32
238.26,-1.62,0.68,-1.61,0.68,-0.68,-0.33,-0.57,-2.29,-2.29,-2.29
240.64,-1.62,0.66,-1.60,0.66,-0.66,-0.33,-0.58,-2.28,-2.27,-2.27
243.05,-1.61,0.64,-1.59,0.65,-0.65,-0.34,-0.59,-2.26,-2.25,-2.24
245.48,-1.57,0.66,-1.58,0.64,-0.64,-0.34,-0.59,-2.20,-2.22,-2.22
247.93,-1.57,0.62,-1.57,0.63,-0.63,-0.34,-0.60,-2.19,-2.20,-2.18
250.41,-1.57,0.59,-1.57,0.61,-0.61,-0.35,-0.60,-2.18,-2.18,-2.15
252.92,-1.57,0.58,-1.56,0.60,-0.60,-0.35,-0.60,-2.16,-2.16,-2.14
255.45,-1.57,0.57,-1.55,0.58,-0.58,-0.36,-0.61,-2.15,-2.13,-2.13
258.00,-1.55,0.59,-1.54,0.57,-0.57,-0.36,-0.61,-2.12,-2.11,-2.13
260.58,-1.54,0.57,-1.54,0.56,-0.56,-0.36,-0.61,-2.09,-2.10,-2.10
263.19,-1.53,0.55,-1.54,0.54,-0.54,-0.37,-0.61,-2.07,-2.08,-2.07
265.82,-1.53,0.53,-1.53,0.54,-0.54,-0.37,-0.61,-2.06,-2.07,-2.05
268.48,-1.53,0.53,-1.53,0.53,-0.53,-0.38,-0.61,-2.05,-2.05,-2.05
271.16,-1.53,0.53,-1.53,0.52,-0.52,-0.38,-0.61,-2.04,-2.05,-2.05
273.87,-1.53,0.53,-1.53,0.51,-0.51,-0.38,-0.61,-2.04,-2.04,-2.05
276.61,-1.53,0.51,-1.53,0.51,-0.51,-0.39,-0.61,-2.04,-2.04,-2.03
279.38,-1.53,0.50,-1.52,0.51,-0.51,-0.39,-0.61,-2.03,-2.03,-2.02
