frequency,raw,error,smoothed,error_smoothed,equalization,equalized_raw,equalized_smoothed,target
64.07,1.51,0.66,1.49,0.65,-0.65,0.86,0.84,0.85
64.71,1.46,0.64,1.46,0.62,-0.62,0.83,0.84,0.82
65.35,1.42,0.56,1.44,0.60,-0.60,0.81,0.84,0.86
66.01,1.38,0.56,1.42,0.58,-0.58,0.80,0.84,0.82
66.67,1.38,0.52,1.40,0.56,-0.56,0.82,0.85,0.86
67.33,1.40,0.56,1.38,0.53,-0.53,0.87,0.85,0.84
68.01,1.43,0.58,1.36,0.51,-0.51,0.92,0.85,0.85
68.69,1.38,0.52,1.34,0.49,-0.49,0.89,0.85,0.86
69.37,1.35,0.49,1.33,0.47,-0.47,0.88,0.86,0.86
70.07,1.33,0.47,1.32,0.45,-0.45,0.87,0.86,0.86
70.77,1.23,0.37,1.30,0.44,-0.44,0.79,0.87,0.86
71.48,1.24,0.38,1.29,0.42,-0.42,0.82,0.87,0.86
72.19,1.28,0.40,1.29,0.41,-0.41,0.87,0.88,0.88
72.91,1.28,0.42,1.28,0.40,-0.40,0.88,0.88,0.86
73.64,1.28,0.40,1.28,0.39,-0.39,0.89,0.89,0.88
74.38,1.28,0.39,1.27,0.38,-0.38,0.90,0.89,0.89
75.12,1.28,0.39,1.27,0.37,-0.37,0.91,0.90,0.89
75.87,1.28,0.37,1.27,0.36,-0.36,0.92,0.91,0.91
76.63,1.28,0.37,1.27,0.36,-0.36,0.92,0.91,0.91
77.40,1.28,0.36,1.27,0.36,-0.36,0.92,0.92,0.92
78.17,1.28,0.36,1.28,0.36,-0.36,0.92,0.92,0.92
78.95,1.28,0.36,1.28,0.36,-0.36,0.92,0.92,0.92
79.74,1.28,0.35,1.28,0.35,-0.35,0.93,0.93,0.93
80.54,1.28,0.34,1.28,0.35,-0.35,0.93,0.93,0.94
81.35,1.28,0.35,1.28,0.35,-0.35,0.93,0.93,0.93
82.16,1.28,0.36,1.28,0.35,-0.35,0.93,0.93,0.92
82.98,1.27,0.35,1.28,0.35,-0.35,0.91,0.92,0.92
83.81,1.27,0.35,1.28,0.36,-0.36,0.91,0.92,0.92
84.65,1.28,0.37,1.28,0.36,-0.36,0.91,0.91,0.91
85.50,1.28,0.37,1.28,0.37,-0.37,0.91,0.91,0.91
86.35,1.28,0.36,1.28,0.37,-0.37,0.91,0.91,0.92
87.22,1.28,0.39,1.28,0.37,-0.37,0.91,0.91,0.89
88.09,1.28,0.38,1.28,0.37,-0.37,0.91,0.91,0.90
88.97,1.28,0.39,1.28,0.37,-0.37,0.91,0.91,0.89
89.86,1.28,0.38,1.28,0.37,-0.37,0.91,0.92,0.90
90.76,1.28,0.37,1.29,0.37,-0.37,0.91,0.92,0.91
91.66,1.28,0.38,1.30,0.37,-0.37,0.91,0.93,0.90
92.58,1.28,0.36,1.29,0.37,-0.37,0.91,0.93,0.92
93.51,1.28,0.33,1.29,0.36,-0.36,0.92,0.93,0.95
94.44,1.28,0.32,1.28,0.34,-0.34,0.93,0.93,0.96
95.39,1.28,0.33,1.27,0.33,-0.33,0.95,0.93,0.95
96.34,1.28,0.32,1.25,0.32,-0.32,0.96,0.94,0.96
97.30,1.27,0.30,1.24,0.30,-0.30,0.97,0.94,0.97
98.28,1.26,0.31,1.22,0.28,-0.28,0.98,0.94,0.95
99.26,1.25,0.32,1.20,0.26,-0.26,0.99,0.94,0.93
100.25,1.22,0.29,1.17,0.23,-0.23,0.99,0.94,0.93
101.25,1.13,0.20,1.15,0.20,-0.20,0.93,0.95,0.93
102.27,1.01,0.09,1.12,0.17,-0.17,0.84,0.95,0.92
103.29,1.05,0.10,1.09,0.13,-0.13,0.92,0.96,0.95
104.32,1.07,0.11,1.06,0.09,-0.09,0.98,0.97,0.96
105.37,1.04,0.07,1.03,0.04,-0.04,1.00,0.99,0.97
106.42,1.02,-0.00,1.01,-0.01,0.01,1.03,1.01,1.02
107.48,1.00,-0.02,0.98,-0.05,0.05,1.05,1.04,1.02
108.56,0.97,-0.09,0.96,-0.10,0.10,1.07,1.06,1.06
109.64,0.95,-0.16,0.94,-0.15,0.15,1.10,1.09,1.11
110.74,0.93,-0.23,0.93,-0.20,0.20,1.13,1.13,1.16
111.85,0.91,-0.28,0.93,-0.24,0.24,1.15,1.17,1.19
112.97,0.90,-0.33,0.93,-0.29,0.29,1.19,1.22,1.23
114.10,0.90,-0.35,0.93,-0.35,0.35,1.25,1.27,1.25
115.24,0.90,-0.42,0.91,-0.43,0.43,1.32,1.34,1.32
116.39,0.90,-0.46,0.90,-0.51,0.51,1.41,1.41,1.36
117.55,0.90,-0.53,0.89,-0.59,0.59,1.49,1.49,1.43
118.73,0.91,-0.55,0.89,-0.68,0.68,1.58,1.56,1.46
119.92,0.91,-0.66,0.88,-0.75,0.75,1.66,1.64,1.57
121.12,0.92,-0.73,0.88,-0.82,0.82,1.74,1.70,1.65
122.33,0.93,-0.86,0.87,-0.88,0.88,1.81,1.75,1.79
123.55,0.94,-0.90,0.87,-0.92,0.92,1.86,1.79,1.84
124.79,0.83,-1.13,0.86,-0.96,0.96,1.79,1.82,1.96
126.03,0.73,-1.27,0.86,-0.98,0.98,1.71,1.84,2.00
127.29,0.81,-1.21,0.86,-0.99,0.99,1.80,1.85,2.02
128.57,0.86,-1.12,0.86,-0.98,0.98,1.84,1.85,1.98
129.85,0.87,-1.02,0.87,-0.98,0.98,1.85,1.85,1.89
131.15,0.87,-0.98,0.88,-0.97,0.97,1.84,1.85,1.85
132.46,0.88,-0.89,0.89,-0.96,0.96,1.84,1.85,1.77
133.79,0.88,-0.84,0.89,-0.96,0.96,1.84,1.86,1.72
135.12,0.89,-0.83,0.89,-0.98,0.98,1.87,1.88,1.72
136.48,0.89,-0.86,0.89,-1.02,1.02,1.91,1.91,1.75
137.84,0.89,-0.94,0.89,-1.08,1.08,1.97,1.97,1.83
139.22,0.94,-1.00,0.88,-1.15,1.15,2.09,2.04,1.94
140.61,1.00,-1.11,0.87,-1.26,1.26,2.26,2.13,2.11
142.02,0.95,-1.30,0.85,-1.39,1.39,2.34,2.24,2.25
143.44,0.84,-1.57,0.84,-1.53,1.53,2.37,2.37,2.41
144.87,0.80,-1.75,0.82,-1.68,1.68,2.48,2.51,2.55
146.32,0.77,-1.94,0.81,-1.84,1.84,2.61,2.65,2.71
147.78,0.65,-2.19,0.79,-2.01,2.01,2.65,2.79,2.84
149.26,0.63,-2.36,0.76,-2.17,2.17,2.80,2.93,2.99
150.75,0.69,-2.42,0.72,-2.35,2.35,3.03,3.07,3.11
152.26,0.70,-2.52,0.68,-2.52,2.52,3.22,3.20,3.22
153.78,0.70,-2.63,0.63,-2.69,2.69,3.38,3.32,3.33
155.32,0.70,-2.72,0.59,-2.84,2.84,3.54,3.43,3.42
156.88,0.70,-2.83,0.56,-2.99,2.99,3.69,3.55,3.53
158.44,0.61,-3.01,0.53,-3.12,3.12,3.73,3.65,3.62
160.03,0.55,-3.17,0.51,-3.24,3.24,3.79,3.76,3.72
161.63,0.46,-3.35,0.49,-3.37,3.37,3.83,3.86,3.81
163.24,0.35,-3.58,0.47,-3.48,3.48,3.83,3.95,3.93
164.88,0.34,-3.70,0.46,-3.58,3.58,3.92,4.04,4.04
166.53,0.27,-3.85,0.44,-3.68,3.68,3.95,4.12,4.12
168.19,0.38,-3.85,0.42,-3.78,3.78,4.15,4.19,4.23
169.87,0.47,-3.83,0.41,-3.85,3.85,4.32,4.26,4.30
171.57,0.47,-3.92,0.41,-3.92,3.92,4.39,4.32,4.39
173.29,0.46,-3.98,0.41,-3.97,3.97,4.43,4.38,4.44
175.02,0.45,-4.02,0.42,-4.01,4.01,4.46,4.43,4.47
176.77,0.45,-4.04,0.43,-4.05,4.05,4.50,4.48,4.49
178.54,0.45,-4.06,0.44,-4.09,4.09,4.54,4.53,4.51
180.32,0.45,-4.06,0.45,-4.13,4.13,4.57,4.58,4.51
182.13,0.46,-4.09,0.46,-4.16,4.16,4.62,4.62,4.55
183.95,0.47,-4.14,0.45,-4.21,4.21,4.68,4.66,4.61
185.79,0.48,-4.19,0.46,-4.25,4.25,4.73,4.71,4.67
187.65,0.50,-4.24,0.46,-4.30,4.30,4.80,4.76,4.74
189.52,0.51,-4.31,0.46,-4.36,4.36,4.87,4.82,4.82
191.42,0.40,-4.46,0.47,-4.41,4.41,4.81,4.88,4.86
193.33,0.33,-4.62,0.47,-4.47,4.47,4.80,4.94,4.95
195.27,0.41,-4.62,0.47,-4.54,4.54,4.95,5.01,5.03
197.22,0.47,-4.61,0.47,-4.61,4.61,5.07,5.08,5.08
199.19,0.48,-4.65,0.47,-4.67,4.67,5.15,5.14,5.13
201.18,0.49,-4.68,0.47,-4.73,4.73,5.22,5.20,5.17
203.19,0.54,-4.74,0.47,-4.78,4.78,5.32,5.25,5.28
205.23,0.61,-4.72,0.47,-4.82,4.82,5.43,5.29,5.33
207.28,0.50,-4.90,0.46,-4.87,4.87,5.37,5.33,5.40
209.35,0.40,-5.00,0.44,-4.93,4.93,5.32,5.37,5.40
211.44,0.39,-5.04,0.42,-4.98,4.98,5.37,5.40,5.43
213.56,0.38,-5.05,0.41,-5.02,5.02,5.40,5.43,5.43
215.69,0.38,-5.05,0.40,-5.06,5.06,5.44,5.46,5.43
217.85,0.38,-5.07,0.38,-5.10,5.10,5.48,5.49,5.45
220.03,0.37,-5.11,0.37,-5.15,5.15,5.52,5.52,5.48
222.23,0.37,-5.13,0.35,-5.20,5.20,5.57,5.55,5.50
224.45,0.37,-5.21,0.33,-5.26,5.26,5.63,5.58,5.58
226.70,0.22,-5.39,0.30,-5.32,5.32,5.54,5.62,5.61
228.96,0.14,-5.52,0.28,-5.38,5.38,5.52,5.66,5.66
231.25,0.25,-5.46,0.27,-5.44,5.44,5.69,5.71,5.71
233.57,0.32,-5.45,0.26,-5.51,5.51,5.83,5.77,5.77
235.90,0.43,-5.37,0.25,-5.58,5.58,6.01,5.84,5.80
238.26,0.39,-5.52,0.24,-5.67,5.67,6.06,5.91,5.91
240.64,0.26,-5.71,0.24,-5.74,5.74,6.00,5.98,5.97
243.05,0.14,-5.91,0.24,-5.81,5.81,5.95,6.06,6.05
245.48,0.06,-6.04,0.23,-5.90,5.90,5.96,6.13,6.10
247.93,0.15,-6.01,0.23,-5.98,5.98,6.12,6.20,6.16
250.41,0.21,-6.05,0.22,-6.05,6.05,6.26,6.27,6.26
252.92,0.23,-6.12,0.22,-6.12,6.12,6.35,6.34,6.35
255.45,0.24,-6.16,0.20,-6.20,6.20,6.44,6.40,6.40
258.00,0.25,-6.25,0.17,-6.28,6.28,6.53,6.46,6.50
260.58,0.26,-6.29,0.16,-6.34,6.34,6.60,6.50,6.55
263.19,0.26,-6.31,0.16,-6.37,6.37,6.62,6.53,6.57
265.82,0.26,-6.31,0.17,-6.37,6.37,6.63,6.54,6.57
268.48,0.05,-6.54,0.19,-6.37,6.37,6.42,6.56,6.59
271.16,0.04,-6.55,0.20,-6.36,6.36,6.40,6.56,6.59
273.87,0.14,-6.44,0.21,-6.35,6.35,6.49,6.56,6.58
276.61,0.14,-6.43,0.20,-6.37,6.37,6.50,6.56,6.57
279.38,0.14,-6.36,0.18,-6.38,6.38,6.52,6.56,6.50
282.17,0.15,-6.32,0.16,-6.39,6.39,6.54,6.55,6.47
284.99,0.22,-6.20,0.15,-6.40,6.40,6.61,6.55,6.42
287.84,0.32,-6.10,0.14,-6.39,6.39,6.71,6.53,6.42
290.72,0.33,-6.07,0.13,-6.38,6.38,6.71,6.51,6.40
293.63,0.11,-6.32,0.12,-6.36,6.36,6.47,6.47,6.43
296.57,0.10,-6.34,0.11,-6.31,6.31,6.41,6.42,6.44
299.53,0.11,-6.32,0.11,-6.25,6.25,6.36,6.35,6.43
302.53,0.03,-6.40,0.10,-6.17,6.17,6.20,6.27,6.43
305.55,-0.11,-6.43,0.08,-6.08,6.08,5.96,6.16,6.32
308.61,-0.03,-6.19,0.07,-5.96,5.96,5.93,6.03,6.16
311.69,0.04,-5.96,0.05,-5.83,5.83,5.87,5.88,6.00
314.81,0.05,-5.71,0.04,-5.67,5.67,5.72,5.71,5.76
317.96,0.05,-5.46,0.02,-5.50,5.50,5.55,5.51,5.51
321.14,0.05,-5.21,0.00,-5.30,5.30,5.35,5.30,5.26
324.35,0.05,-4.97,0.00,-5.07,5.07,5.12,5.08,5.02
327.59,0.05,-4.74,0.01,-4.83,4.83,4.88,4.84,4.79
330.87,0.05,-4.52,0.00,-4.61,4.61,4.66,4.61,4.57
334.18,0.05,-4.29,-0.02,-4.40,4.40,4.45,4.38,4.34
337.52,-0.10,-4.24,-0.04,-4.20,4.20,4.10,4.16,4.14
340.90,-0.09,-4.03,-0.06,-4.03,4.03,3.94,3.97,3.94
344.30,-0.04,-3.79,-0.09,-3.88,3.88,3.84,3.79,3.75
347.75,-0.12,-3.69,-0.12,-3.75,3.75,3.63,3.64,3.57
351.23,-0.16,-3.60,-0.14,-3.64,3.64,3.48,3.50,3.44
354.74,-0.15,-3.49,-0.16,-3.55,3.55,3.40,3.39,3.34
358.28,-0.15,-3.40,-0.18,-3.47,3.47,3.32,3.30,3.25
361.87,-0.28,-3.44,-0.20,-3.41,3.41,3.13,3.21,3.16
365.49,-0.40,-3.49,-0.23,-3.37,3.37,2.97,3.14,3.09
369.14,-0.28,-3.34,-0.26,-3.33,3.33,3.05,3.07,3.06
372.83,-0.23,-3.25,-0.29,-3.30,3.30,3.07,3.01,3.02
376.56,-0.22,-3.21,-0.31,-3.27,3.27,3.05,2.95,2.99
380.33,-0.24,-3.19,-0.34,-3.24,3.24,2.99,2.89,2.95
384.13,-0.29,-3.18,-0.38,-3.21,3.21,2.91,2.82,2.89
387.97,-0.35,-3.17,-0.41,-3.16,3.16,2.80,2.75,2.82
391.85,-0.38,-3.14,-0.42,-3.08,3.08,2.70,2.66,2.76
395.77,-0.44,-3.05,-0.44,-3.00,3.00,2.56,2.56,2.61
399.73,-0.62,-3.10,-0.45,-2.91,2.91,2.29,2.46,2.48
403.72,-0.62,-2.96,-0.46,-2.81,2.81,2.19,2.35,2.34
407.76,-0.53,-2.74,-0.47,-2.70,2.70,2.17,2.23,2.21
411.84,-0.50,-2.59,-0.49,-2.60,2.60,2.10,2.11,2.09
415.96,-0.50,-2.45,-0.52,-2.50,2.50,2.00,1.98,1.95
420.12,-0.50,-2.30,-0.53,-2.39,2.39,1.88,1.85,1.80
424.32,-0.50,-2.20,-0.53,-2.26,2.26,1.76,1.73,1.70
428.56,-0.36,-1.94,-0.52,-2.13,2.13,1.77,1.61,1.58
432.85,-0.32,-1.81,-0.50,-2.00,2.00,1.68,1.50,1.49
437.18,-0.50,-1.89,-0.48,-1.87,1.87,1.37,1.39,1.39
441.55,-0.51,-1.79,-0.45,-1.74,1.74,1.23,1.29,1.28
445.96,-0.47,-1.65,-0.41,-1.59,1.59,1.12,1.19,1.18
450.42,-0.42,-1.52,-0.37,-1.46,1.46,1.04,1.09,1.10
454.93,-0.50,-1.52,-0.34,-1.34,1.34,0.84,1.00,1.02
459.48,-0.48,-1.40,-0.29,-1.21,1.21,0.73,0.91,0.92
464.07,-0.18,-1.01,-0.24,-1.07,1.07,0.89,0.83,0.83
468.71,-0.08,-0.84,-0.18,-0.93,0.93,0.85,0.75,0.76
473.40,-0.04,-0.71,-0.11,-0.79,0.79,0.74,0.68,0.67
478.13,-0.10,-0.71,-0.04,-0.65,0.65,0.54,0.61,0.61
482.91,0.05,-0.45,0.03,-0.51,0.51,0.56,0.54,0.50
487.74,0.20,-0.25,0.10,-0.37,0.37,0.57,0.47,0.45
492.62,0.24,-0.17,0.18,-0.24,0.24,0.48,0.41,0.41
497.55,0.19,-0.16,0.25,-0.11,0.11,0.29,0.36,0.35
502.52,0.26,-0.06,0.32,0.02,-0.02,0.24,0.30,0.32
507.55,0.40,0.16,0.38,0.12,-0.12,0.28,0.26,0.24
512.62,0.45,0.24,0.41,0.20,-0.20,0.25,0.21,0.21
517.75,0.46,0.28,0.43,0.26,-0.26,0.20,0.17,0.18
522.93,0.46,0.33,0.45,0.32,-0.32,0.14,0.13,0.13
528.16,0.37,0.28,0.48,0.38,-0.38,-0.01,0.10,0.09
533.44,0.44,0.38,0.49,0.43,-0.43,0.01,0.06,0.06
538.77,0.65,0.61,0.49,0.46,-0.46,0.19,0.03,0.04
544.16,0.68,0.68,0.48,0.48,-0.48,0.20,-0.00,0.00
549.60,0.53,0.56,0.46,0.50,-0.50,0.03,-0.04,-0.03
555.10,0.37,0.44,0.45,0.52,-0.52,-0.15,-0.07,-0.07
560.65,0.29,0.39,0.43,0.53,-0.53,-0.24,-0.11,-0.10
566.25,0.41,0.55,0.40,0.54,-0.54,-0.13,-0.14,-0.14
571.92,0.42,0.58,0.38,0.55,-0.55,-0.13,-0.17,-0.16
577.64,0.39,0.61,0.37,0.57,-0.57,-0.18,-0.20,-0.22
583.41,0.36,0.57,0.37,0.60,-0.60,-0.24,-0.23,-0.21
589.25,0.34,0.64,0.37,0.63,-0.63,-0.29,-0.26,-0.30
595.14,0.25,0.54,0.38,0.67,-0.67,-0.42,-0.28,-0.29
601.09,0.24,0.57,0.40,0.71,-0.71,-0.47,-0.31,-0.33
607.10,0.41,0.76,0.43,0.78,-0.78,-0.37,-0.34,-0.35
613.17,0.46,0.84,0.49,0.86,-0.86,-0.40,-0.37,-0.38
619.30,0.48,0.85,0.54,0.93,-0.93,-0.45,-0.39,-0.37
625.50,0.51,0.91,0.57,0.99,-0.99,-0.48,-0.42,-0.40
631.75,0.53,0.97,0.59,1.04,-1.04,-0.51,-0.44,-0.44
638.07,0.62,1.09,0.60,1.07,-1.07,-0.45,-0.47,-0.47
644.45,0.66,1.15,0.56,1.06,-1.06,-0.40,-0.50,-0.49
650.89,0.63,1.16,0.47,1.00,-1.00,-0.37,-0.53,-0.53
657.40,0.53,1.10,0.34,0.89,-0.89,-0.37,-0.55,-0.57
663.98,0.41,1.00,0.18,0.76,-0.76,-0.35,-0.58,-0.59
670.62,0.27,0.88,-0.01,0.60,-0.60,-0.33,-0.61,-0.61
677.32,0.10,0.73,-0.24,0.40,-0.40,-0.30,-0.64,-0.63
684.10,-0.29,0.41,-0.47,0.20,-0.20,-0.49,-0.67,-0.70
690.94,-0.59,0.11,-0.70,-0.00,0.00,-0.59,-0.70,-0.70
697.85,-0.94,-0.20,-0.93,-0.21,0.21,-0.74,-0.72,-0.74
704.83,-1.46,-0.69,-1.14,-0.39,0.39,-1.07,-0.75,-0.77
711.87,-1.80,-1.02,-1.33,-0.55,0.55,-1.26,-0.78,-0.78
718.99,-1.94,-1.12,-1.47,-0.66,0.66,-1.29,-0.81,-0.82
726.18,-1.84,-1.00,-1.57,-0.72,0.72,-1.12,-0.85,-0.84
733.44,-1.67,-0.79,-1.62,-0.74,0.74,-0.93,-0.88,-0.88
740.78,-1.70,-0.78,-1.64,-0.71,0.71,-0.99,-0.92,-0.92
748.19,-1.66,-0.68,-1.60,-0.63,0.63,-1.03,-0.97,-0.98
