frequency,raw,error,smoothed,error_smoothed,equalization,parametric_eq,fixed_band_eq,equalized_raw,equalized_smoothed,target
26.96,-2.12,6.25,-2.10,6.26,-6.26,-5.65,-5.92,-8.37,-8.36,-8.37
27.23,-2.09,6.15,-2.08,6.19,-6.19,-5.73,-6.04,-8.28,-8.27,-8.23
27.50,-2.05,6.09,-2.05,6.12,-6.12,-5.80,-6.16,-8.16,-8.17,-8.14
27.77,-2.02,6.01,-2.03,6.04,-6.04,-5.86,-6.27,-8.06,-8.07,-8.02
28.05,-2.01,5.94,-2.00,5.97,-5.97,-5.93,-6.38,-7.98,-7.98,-7.94
28.33,-1.96,5.89,-1.98,5.91,-5.91,-5.99,-6.49,-7.87,-7.89,-7.85
28.62,-1.96,5.81,-1.96,5.86,-5.86,-6.05,-6.59,-7.81,-7.81,-7.77
28.90,-1.92,5.79,-1.94,5.81,-5.81,-6.10,-6.68,-7.73,-7.75,-7.70
29.19,-1.92,5.75,-1.92,5.78,-5.78,-6.15,-6.76,-7.70,-7.70,-7.67
29.48,-1.92,5.72,-1.90,5.76,-5.76,-6.19,-6.84,-7.68,-7.66,-7.63
29.78,-1.92,5.71,-1.89,5.75,-5.75,-6.23,-6.90,-7.67,-7.64,-7.62
30.08,-1.88,5.74,-1.88,5.76,-5.76,-6.26,-6.95,-7.64,-7.64,-7.62
30.38,-1.88,5.76,-1.87,5.77,-5.77,-6.29,-6.99,-7.65,-7.64,-7.63
30.68,-1.87,5.77,-1.86,5.79,-5.79,-6.31,-7.03,-7.66,-7.65,-7.64
30.99,-1.83,5.84,-1.85,5.82,-5.82,-6.33,-7.04,-7.64,-7.67,-7.67
31.30,-1.83,5.86,-1.85,5.85,-5.85,-6.34,-7.05,-7.67,-7.69,-7.68
31.61,-1.83,5.88,-1.84,5.87,-5.87,-6.35,-7.05,-7.70,-7.71,-7.71
31.93,-1.83,5.92,-1.83,5.91,-5.91,-6.35,-7.03,-7.73,-7.73,-7.75
32.24,-1.83,5.95,-1.82,5.93,-5.93,-6.34,-7.00,-7.76,-7.75,-7.77
32.57,-1.83,5.97,-1.81,5.96,-5.96,-6.33,-6.96,-7.78,-7.76,-7.80
32.89,-1.83,5.98,-1.79,5.97,-5.97,-6.31,-6.91,-7.80,-7.77,-7.80
33.22,-1.79,6.02,-1.78,5.98,-5.98,-6.29,-6.84,-7.77,-7.76,-7.80
33.55,-1.79,6.00,-1.77,5.98,-5.98,-6.26,-6.77,-7.77,-7.75,-7.79
33.89,-1.77,5.99,-1.75,5.98,-5.98,-6.23,-6.69,-7.74,-7.73,-7.75
34.23,-1.75,5.97,-1.74,5.96,-5.96,-6.19,-6.60,-7.71,-7.70,-7.71
34.57,-1.71,5.97,-1.72,5.95,-5.95,-6.14,-6.51,-7.65,-7.67,-7.68
34.92,-1.70,5.93,-1.70,5.93,-5.93,-6.09,-6.41,-7.62,-7.63,-7.62
35.27,-1.66,5.91,-1.69,5.90,-5.90,-6.04,-6.30,-7.56,-7.59,-7.57
35.62,-1.66,5.86,-1.67,5.88,-5.88,-5.98,-6.19,-7.53,-7.54,-7.52
35.97,-1.66,5.80,-1.65,5.84,-5.84,-5.92,-6.07,-7.50,-7.50,-7.45
36.33,-1.64,5.77,-1.64,5.81,-5.81,-5.86,-5.95,-7.44,-7.44,-7.41
36.70,-1.62,5.75,-1.62,5.77,-5.77,-5.79,-5.83,-7.38,-7.39,-7.37
37.06,-1.62,5.71,-1.61,5.72,-5.72,-5.72,-5.71,-7.34,-7.33,-7.32
37.43,-1.62,5.67,-1.60,5.67,-5.67,-5.65,-5.59,-7.29,-7.27,-7.29
37.81,-1.62,5.64,-1.59,5.62,-5.62,-5.57,-5.46,-7.24,-7.21,-7.25
38.19,-1.57,5.63,-1.58,5.57,-5.57,-5.49,-5.34,-7.13,-7.15,-7.19
38.57,-1.57,5.54,-1.57,5.51,-5.51,-5.41,-5.21,-7.07,-7.08,-7.11
38.95,-1.57,5.47,-1.57,5.45,-5.45,-5.33,-5.09,-7.01,-7.01,-7.03
39.34,-1.57,5.39,-1.57,5.38,-5.38,-5.25,-4.97,-6.94,-6.94,-6.96
39.74,-1.57,5.30,-1.56,5.31,-5.31,-5.17,-4.85,-6.87,-6.87,-6.87
40.14,-1.55,5.23,-1.56,5.24,-5.24,-5.08,-4.73,-6.78,-6.80,-6.77
40.54,-1.55,5.14,-1.56,5.16,-5.16,-5.00,-4.61,-6.70,-6.72,-6.68
40.94,-1.57,5.04,-1.57,5.07,-5.07,-4.91,-4.50,-6.64,-6.64,-6.61
41.35,-1.57,4.99,-1.57,4.99,-4.99,-4.82,-4.39,-6.56,-6.56,-6.55
41.76,-1.57,4.92,-1.58,4.91,-4.91,-4.74,-4.28,-6.47,-6.49,-6.49
42.18,-1.59,4.83,-1.59,4.83,-4.83,-4.65,-4.17,-6.41,-6.41,-6.41
42.60,-1.62,4.73,-1.60,4.75,-4.75,-4.57,-4.07,-6.36,-6.34,-6.34
43.03,-1.62,4.65,-1.60,4.67,-4.67,-4.48,-3.96,-6.29,-6.27,-6.27
43.46,-1.62,4.58,-1.61,4.59,-4.59,-4.40,-3.87,-6.21,-6.20,-6.19
43.90,-1.62,4.51,-1.61,4.52,-4.52,-4.31,-3.77,-6.13,-6.13,-6.12
44.33,-1.62,4.44,-1.62,4.44,-4.44,-4.23,-3.68,-6.05,-6.06,-6.06
44.78,-1.64,4.34,-1.63,4.35,-4.35,-4.15,-3.59,-5.99,-5.98,-5.97
45.23,-1.64,4.27,-1.63,4.27,-4.27,-4.06,-3.50,-5.91,-5.90,-5.90
45.68,-1.63,4.20,-1.63,4.18,-4.18,-3.98,-3.41,-5.81,-5.81,-5.83
46.13,-1.62,4.14,-1.62,4.09,-4.09,-3.90,-3.33,-5.71,-5.72,-5.75
46.60,-1.62,4.03,-1.62,4.00,-4.00,-3.82,-3.25,-5.62,-5.62,-5.65
47.06,-1.62,3.93,-1.61,3.91,-3.91,-3.75,-3.17,-5.53,-5.53,-5.55
47.53,-1.62,3.83,-1.61,3.82,-3.82,-3.67,-3.10,-5.43,-5.42,-5.44
48.01,-1.62,3.70,-1.60,3.72,-3.72,-3.59,-3.03,-5.34,-5.32,-5.32
48.49,-1.62,3.59,-1.59,3.62,-3.62,-3.52,-2.96,-5.23,-5.21,-5.21
48.97,-1.60,3.48,-1.59,3.51,-3.51,-3.45,-2.89,-5.11,-5.10,-5.07
49.46,-1.57,3.40,-1.58,3.40,-3.40,-3.38,-2.83,-4.97,-4.99,-4.97
49.96,-1.57,3.30,-1.58,3.29,-3.29,-3.31,-2.76,-4.86,-4.87,-4.86
50.46,-1.57,3.20,-1.58,3.18,-3.18,-3.24,-2.70,-4.75,-4.76,-4.76
50.96,-1.57,3.08,-1.58,3.06,-3.06,-3.17,-2.65,-4.63,-4.64,-4.65
51.47,-1.57,2.96,-1.58,2.95,-2.95,-3.10,-2.59,-4.51,-4.53,-4.52
51.99,-1.57,2.86,-1.58,2.83,-2.83,-3.04,-2.53,-4.40,-4.42,-4.42
52.51,-1.57,2.75,-1.59,2.72,-2.72,-2.97,-2.48,-4.28,-4.30,-4.32
53.03,-1.60,2.61,-1.59,2.60,-2.60,-2.91,-2.43,-4.20,-4.20,-4.20
53.56,-1.62,2.47,-1.60,2.49,-2.49,-2.85,-2.38,-4.11,-4.09,-4.09
54.10,-1.62,2.37,-1.61,2.38,-2.38,-2.79,-2.34,-4.00,-3.99,-3.99
54.64,-1.62,2.27,-1.61,2.27,-2.27,-2.73,-2.29,-3.89,-3.89,-3.88
55.18,-1.62,2.17,-1.61,2.17,-2.17,-2.67,-2.24,-3.79,-3.79,-3.79
55.74,-1.64,2.05,-1.61,2.08,-2.08,-2.62,-2.20,-3.72,-3.69,-3.69
56.29,-1.62,1.96,-1.61,2.00,-2.00,-2.56,-2.16,-3.61,-3.60,-3.57
56.86,-1.62,1.89,-1.60,1.92,-1.92,-2.51,-2.12,-3.53,-3.52,-3.51
57.42,-1.61,1.81,-1.59,1.85,-1.85,-2.46,-2.08,-3.46,-3.43,-3.42
58.00,-1.57,1.78,-1.57,1.78,-1.78,-2.41,-2.04,-3.35,-3.35,-3.34
58.58,-1.57,1.71,-1.55,1.72,-1.72,-2.36,-2.00,-3.29,-3.28,-3.28
59.16,-1.53,1.68,-1.53,1.67,-1.67,-2.31,-1.97,-3.19,-3.20,-3.20
59.76,-1.52,1.62,-1.51,1.62,-1.62,-2.26,-1.93,-3.13,-3.13,-3.14
60.35,-1.49,1.58,-1.49,1.57,-1.57,-2.21,-1.90,-3.05,-3.06,-3.07
60.96,-1.47,1.56,-1.47,1.52,-1.52,-2.17,-1.86,-2.99,-2.99,-3.02
61.57,-1.44,1.52,-1.45,1.48,-1.48,-2.12,-1.83,-2.92,-2.93,-2.96
62.18,-1.44,1.44,-1.43,1.44,-1.44,-2.08,-1.80,-2.87,-2.87,-2.88
62.80,-1.40,1.40,-1.41,1.39,-1.39,-2.04,-1.76,-2.79,-2.81,-2.79
63.43,-1.40,1.34,-1.41,1.34,-1.34,-2.00,-1.73,-2.74,-2.75,-2.74
64.07,-1.40,1.28,-1.40,1.29,-1.29,-1.96,-1.70,-2.69,-2.69,-2.67
64.71,-1.40,1.24,-1.40,1.24,-1.24,-1.92,-1.67,-2.64,-2.64,-2.63
65.35,-1.40,1.19,-1.41,1.19,-1.19,-1.88,-1.64,-2.59,-2.60,-2.59
66.01,-1.40,1.17,-1.42,1.14,-1.14,-1.84,-1.61,-2.54,-2.56,-2.56
66.67,-1.40,1.13,-1.43,1.10,-1.10,-1.80,-1.58,-2.49,-2.52,-2.53
67.33,-1.44,1.05,-1.44,1.05,-1.05,-1.77,-1.55,-2.49,-2.49,-2.49
68.01,-1.44,1.01,-1.46,1.01,-1.01,-1.73,-1.52,-2.45,-2.47,-2.44
68.69,-1.49,0.94,-1.47,0.98,-0.98,-1.70,-1.50,-2.46,-2.45,-2.43
69.37,-1.52,0.91,-1.49,0.95,-0.95,-1.67,-1.47,-2.47,-2.44,-2.43
70.07,-1.53,0.91,-1.50,0.93,-0.93,-1.64,-1.44,-2.45,-2.43,-2.43
70.77,-1.53,0.90,-1.51,0.91,-0.91,-1.60,-1.41,-2.43,-2.42,-2.43
71.48,-1.53,0.89,-1.51,0.89,-0.89,-1.57,-1.39,-2.42,-2.40,-2.42
72.19,-1.53,0.88,-1.51,0.88,-0.88,-1.54,-1.36,-2.40,-2.39,-2.40
72.91,-1.53,0.87,-1.51,0.87,-0.87,-1.52,-1.34,-2.40,-2.38,-2.40
73.64,-1.53,0.87,-1.50,0.87,-0.87,-1.49,-1.32,-2.39,-2.37,-2.39
74.38,-1.49,0.90,-1.48,0.88,-0.88,-1.46,-1.29,-2.36,-2.36,-2.38
75.12,-1.48,0.90,-1.46,0.89,-0.89,-1.43,-1.27,-2.37,-2.36,-2.38
75.87,-1.44,0.93,-1.44,0.91,-0.91,-1.41,-1.25,-2.35,-2.35,-2.36
76.63,-1.42,0.92,-1.42,0.93,-0.93,-1.38,-1.22,-2.35,-2.35,-2.34
77.40,-1.40,0.91,-1.39,0.95,-0.95,-1.36,-1.20,-2.34,-2.34,-2.31
78.17,-1.36,0.93,-1.37,0.96,-0.96,-1.33,-1.18,-2.32,-2.33,-2.28
78.95,-1.35,0.94,-1.35,0.98,-0.98,-1.31,-1.16,-2.33,-2.33,-2.29
79.74,-1.31,1.01,-1.32,1.00,-1.00,-1.29,-1.15,-2.31,-2.33,-2.32
80.54,-1.31,1.07,-1.31,1.02,-1.02,-1.27,-1.13,-2.33,-2.33,-2.37
81.35,-1.27,1.10,-1.29,1.04,-1.04,-1.25,-1.11,-2.31,-2.33,-2.37
82.16,-1.27,1.10,-1.28,1.06,-1.06,-1.22,-1.09,-2.33,-2.34,-2.36
82.98,-1.27,1.10,-1.27,1.08,-1.08,-1.20,-1.08,-2.35,-2.35,-2.36
83.81,-1.27,1.09,-1.26,1.10,-1.10,-1.18,-1.06,-2.36,-2.36,-2.36
84.65,-1.27,1.08,-1.26,1.12,-1.12,-1.17,-1.05,-2.38,-2.38,-2.34
85.50,-1.27,1.10,-1.26,1.13,-1.13,-1.15,-1.03,-2.40,-2.39,-2.36
86.35,-1.27,1.12,-1.27,1.14,-1.14,-1.13,-1.02,-2.41,-2.41,-2.39
87.22,-1.27,1.15,-1.27,1.15,-1.15,-1.11,-1.01,-2.41,-2.42,-2.41
88.09,-1.27,1.16,-1.28,1.15,-1.15,-1.10,-0.99,-2.42,-2.43,-2.43
88.97,-1.31,1.16,-1.29,1.15,-1.15,-1.08,-0.98,-2.46,-2.44,-2.47
89.86,-1.31,1.17,-1.30,1.15,-1.15,-1.06,-0.97,-2.45,-2.45,-2.47
90.76,-1.31,1.18,-1.31,1.15,-1.15,-1.05,-0.96,-2.45,-2.46,-2.49
91.66,-1.31,1.17,-1.32,1.15,-1.15,-1.03,-0.95,-2.45,-2.47,-2.48
92.58,-1.34,1.16,-1.33,1.15,-1.15,-1.02,-0.94,-2.49,-2.48,-2.49
93.51,-1.36,1.12,-1.34,1.15,-1.15,-1.00,-0.94,-2.50,-2.48,-2.48
94.44,-1.36,1.12,-1.35,1.14,-1.14,-0.99,-0.93,-2.50,-2.49,-2.47
95.39,-1.36,1.13,-1.36,1.14,-1.14,-0.98,-0.92,-2.49,-2.49,-2.48
96.34,-1.36,1.12,-1.37,1.13,-1.13,-0.96,-0.91,-2.49,-2.50,-2.48
97.30,-1.38,1.11,-1.38,1.12,-1.12,-0.95,-0.91,-2.50,-2.50,-2.48
98.28,-1.40,1.09,-1.39,1.11,-1.11,-0.94,-0.90,-2.51,-2.50,-2.49
99.26,-1.40,1.11,-1.39,1.11,-1.11,-0.93,-0.90,-2.50,-2.50,-2.51
100.25,-1.40,1.12,-1.40,1.10,-1.10,-0.92,-0.89,-2.50,-2.50,-2.51
101.25,-1.40,1.12,-1.41,1.09,-1.09,-0.91,-0.89,-2.49,-2.51,-2.52
102.27,-1.44,1.08,-1.42,1.08,-1.08,-0.90,-0.89,-2.52,-2.51,-2.52
103.29,-1.44,1.07,-1.43,1.08,-1.08,-0.89,-0.88,-2.51,-2.51,-2.50
104.32,-1.44,1.07,-1.44,1.07,-1.07,-0.88,-0.88,-2.50,-2.51,-2.51
105.37,-1.44,1.07,-1.45,1.05,-1.05,-0.87,-0.88,-2.49,-2.51,-2.51
106.42,-1.49,1.03,-1.47,1.04,-1.04,-0.86,-0.87,-2.52,-2.51,-2.51
107.48,-1.49,1.02,-1.48,1.02,-1.02,-0.85,-0.87,-2.51,-2.50,-2.51
108.56,-1.49,1.02,-1.49,1.01,-1.01,-0.84,-0.87,-2.49,-2.50,-2.50
109.64,-1.49,1.01,-1.50,0.99,-0.99,-0.84,-0.87,-2.48,-2.49,-2.49
110.74,-1.53,0.95,-1.51,0.97,-0.97,-0.83,-0.87,-2.50,-2.48,-2.48
111.85,-1.53,0.95,-1.52,0.95,-0.95,-0.82,-0.87,-2.48,-2.47,-2.47
112.97,-1.53,0.93,-1.53,0.93,-0.93,-0.82,-0.87,-2.46,-2.47,-2.46
114.10,-1.54,0.92,-1.54,0.92,-0.92,-0.81,-0.86,-2.45,-2.46,-2.46
115.24,-1.57,0.89,-1.55,0.90,-0.90,-0.80,-0.86,-2.47,-2.45,-2.45
116.39,-1.57,0.87,-1.56,0.88,-0.88,-0.80,-0.86,-2.45,-2.45,-2.44
117.55,-1.57,0.87,-1.57,0.87,-0.87,-0.79,-0.86,-2.43,-2.44,-2.44
118.73,-1.57,0.87,-1.58,0.86,-0.86,-0.79,-0.86,-2.42,-2.44,-2.43
119.92,-1.60,0.83,-1.59,0.84,-0.84,-0.78,-0.86,-2.44,-2.43,-2.43
121.12,-1.62,0.81,-1.60,0.83,-0.83,-0.78,-0.86,-2.44,-2.43,-2.42
122.33,-1.62,0.81,-1.61,0.82,-0.82,-0.77,-0.85,-2.43,-2.42,-2.42
123.55,-1.62,0.81,-1.62,0.81,-0.81,-0.77,-0.85,-2.42,-2.42,-2.43
124.79,-1.62,0.81,-1.62,0.80,-0.80,-0.76,-0.85,-2.41,-2.42,-2.42
126.03,-1.62,0.81,-1.63,0.79,-0.79,-0.76,-0.85,-2.40,-2.42,-2.42
127.29,-1.64,0.78,-1.63,0.78,-0.78,-0.76,-0.84,-2.41,-2.41,-2.42
128.57,-1.66,0.76,-1.64,0.77,-0.77,-0.75,-0.84,-2.42,-2.41,-2.41
129.85,-1.66,0.74,-1.65,0.76,-0.76,-0.75,-0.84,-2.41,-2.40,-2.40
131.15,-1.66,0.74,-1.65,0.75,-0.75,-0.75,-0.83,-2.40,-2.40,-2.40
132.46,-1.66,0.74,-1.66,0.74,-0.74,-0.75,-0.83,-2.39,-2.39,-2.39
133.79,-1.66,0.73,-1.66,0.73,-0.73,-0.75,-0.83,-2.38,-2.39,-2.39
135.12,-1.66,0.73,-1.66,0.72,-0.72,-0.74,-0.82,-2.38,-2.38,-2.39
136.48,-1.66,0.73,-1.67,0.71,-0.71,-0.74,-0.82,-2.36,-2.37,-2.38
137.84,-1.68,0.70,-1.67,0.70,-0.70,-0.74,-0.82,-2.37,-2.37,-2.38
139.22,-1.70,0.68,-1.68,0.69,-0.69,-0.74,-0.81,-2.38,-2.36,-2.37
140.61,-1.70,0.67,-1.69,0.68,-0.68,-0.74,-0.81,-2.37,-2.36,-2.36
142.02,-1.70,0.66,-1.69,0.67,-0.67,-0.74,-0.81,-2.37,-2.36,-2.36
143.44,-1.70,0.66,-1.70,0.66,-0.66,-0.74,-0.80,-2.36,-2.37,-2.35
144.87,-1.70,0.65,-1.71,0.66,-0.66,-0.74,-0.80,-2.35,-2.37,-2.35
146.32,-1.70,0.66,-1.72,0.65,-0.65,-0.74,-0.80,-2.35,-2.38,-2.36
147.78,-1.71,0.65,-1.73,0.65,-0.65,-0.74,-0.79,-2.35,-2.38,-2.35
149.26,-1.75,0.62,-1.75,0.64,-0.64,-0.74,-0.79,-2.38,-2.38,-2.37
150.75,-1.79,0.61,-1.75,0.63,-0.63,-0.74,-0.79,-2.42,-2.39,-2.40
152.26,-1.79,0.64,-1.76,0.63,-0.63,-0.74,-0.79,-2.41,-2.39,-2.42
153.78,-1.79,0.64,-1.77,0.62,-0.62,-0.74,-0.78,-2.41,-2.40,-2.43
155.32,-1.79,0.64,-1.78,0.62,-0.62,-0.74,-0.78,-2.40,-2.40,-2.43
156.88,-1.79,0.64,-1.79,0.61,-0.61,-0.74,-0.78,-2.40,-2.40,-2.42
158.44,-1.81,0.62,-1.80,0.61,-0.61,-0.75,-0.78,-2.41,-2.41,-2.43
160.03,-1.81,0.60,-1.80,0.60,-0.60,-0.75,-0.78,-2.41,-2.41,-2.40
161.63,-1.81,0.59,-1.81,0.60,-0.60,-0.75,-0.78,-2.40,-2.41,-2.39
163.24,-1.81,0.59,-1.81,0.60,-0.60,-0.75,-0.79,-2.40,-2.41,-2.40
164.88,-1.81,0.60,-1.82,0.60,-0.60,-0.75,-0.79,-2.40,-2.41,-2.40
166.53,-1.81,0.61,-1.82,0.60,-0.60,-0.76,-0.79,-2.41,-2.42,-2.42
168.19,-1.83,0.59,-1.82,0.61,-0.61,-0.76,-0.79,-2.44,-2.43,-2.42
169.87,-1.83,0.61,-1.82,0.62,-0.62,-0.76,-0.80,-2.44,-2.44,-2.43
171.57,-1.83,0.61,-1.82,0.63,-0.63,-0.76,-0.80,-2.46,-2.46,-2.44
173.29,-1.83,0.64,-1.83,0.65,-0.65,-0.77,-0.80,-2.48,-2.48,-2.47
175.02,-1.83,0.66,-1.82,0.68,-0.68,-0.77,-0.81,-2.50,-2.50,-2.48
176.77,-1.83,0.69,-1.82,0.71,-0.71,-0.77,-0.82,-2.53,-2.53,-2.52
178.54,-1.83,0.75,-1.82,0.74,-0.74,-0.78,-0.82,-2.57,-2.56,-2.57
180.32,-1.83,0.80,-1.82,0.78,-0.78,-0.78,-0.83,-2.61,-2.60,-2.62
182.13,-1.83,0.82,-1.82,0.82,-0.82,-0.79,-0.84,-2.64,-2.64,-2.65
183.95,-1.82,0.85,-1.81,0.86,-0.86,-0.79,-0.84,-2.68,-2.67,-2.66
185.79,-1.81,0.90,-1.81,0.90,-0.90,-0.79,-0.85,-2.71,-2.71,-2.70
187.65,-1.81,0.94,-1.80,0.94,-0.94,-0.80,-0.86,-2.75,-2.75,-2.75
189.52,-1.79,0.99,-1.80,0.98,-0.98,-0.80,-0.87,-2.77,-2.78,-2.77
191.42,-1.79,1.03,-1.79,1.02,-1.02,-0.81,-0.88,-2.81,-2.82,-2.82
193.33,-1.79,1.07,-1.79,1.06,-1.06,-0.81,-0.89,-2.84,-2.85,-2.86
195.27,-1.79,1.11,-1.78,1.09,-1.09,-0.81,-0.90,-2.88,-2.87,-2.89
197.22,-1.79,1.13,-1.78,1.12,-1.12,-0.82,-0.92,-2.90,-2.90,-2.92
199.19,-1.79,1.15,-1.77,1.14,-1.14,-0.82,-0.93,-2.93,-2.92,-2.94
201.18,-1.77,1.18,-1.77,1.17,-1.17,-0.83,-0.94,-2.93,-2.93,-2.94
203.19,-1.76,1.19,-1.76,1.19,-1.19,-0.83,-0.95,-2.94,-2.95,-2.95
205.23,-1.75,1.20,-1.76,1.20,-1.20,-0.84,-0.97,-2.95,-2.96,-2.94
207.28,-1.75,1.21,-1.75,1.22,-1.22,-0.84,-0.98,-2.96,-2.97,-2.95
209.35,-1.75,1.22,-1.74,1.22,-1.22,-0.85,-0.99,-2.97,-2.97,-2.97
211.44,-1.75,1.23,-1.74,1.23,-1.23,-0.85,-1.01,-2.98,-2.97,-2.97
213.56,-1.75,1.23,-1.73,1.24,-1.24,-0.86,-1.02,-2.98,-2.97,-2.98
215.69,-1.73,1.24,-1.72,1.24,-1.24,-0.86,-1.03,-2.97,-2.96,-2.97
217.85,-1.70,1.26,-1.71,1.25,-1.25,-0.87,-1.04,-2.94,-2.96,-2.95
220.03,-1.70,1.24,-1.70,1.25,-1.25,-0.87,-1.06,-2.94,-2.95,-2.94
222.23,-1.70,1.24,-1.69,1.25,-1.25,-0.88,-1.07,-2.94,-2.94,-2.94
224.45,-1.70,1.22,-1.68,1.25,-1.25,-0.89,-1.08,-2.94,-2.93,-2.91
226.70,-1.66,1.24,-1.67,1.24,-1.24,-0.89,-1.09,-2.90,-2.91,-2.90
228.96,-1.66,1.24,-1.66,1.24,-1.24,-0.90,-1.10,-2.89,-2.89,-2.90
231.25,-1.66,1.24,-1.65,1.23,-1.23,-0.90,-1.11,-2.88,-2.87,-2.89
233.57,-1.63,1.24,-1.63,1.22,-1.22,-0.91,-1.12,-2.84,-2.85,-2.87
235.90,-1.62,1.23,-1.62,1.20,-1.20,-0.91,-1.13,-2.82,-2.83,-2.84
238.26,-1.62,1.20,-1.61,1.19,-1.19,-0.92,-1.13,-2.81,-2.81,-2.81
240.64,-1.62,1.17,-1.60,1.18,-1.18,-0.92,-1.14,-2.79,-2.78,-2.79
243.05,-1.61,1.15,-1.59,1.16,-1.16,-0.93,-1.15,-2.77,-2.76,-2.75
245.48,-1.57,1.16,-1.58,1.14,-1.14,-0.93,-1.15,-2.71,-2.73,-2.73
247.93,-1.57,1.12,-1.57,1.13,-1.13,-0.94,-1.15,-2.69,-2.70,-2.69
250.41,-1.57,1.09,-1.57,1.11,-1.11,-0.94,-1.15,-2.68,-2.68,-2.65
252.92,-1.57,1.07,-1.56,1.09,-1.09,-0.95,-1.15,-2.66,-2.65,-2.64
255.45,-1.57,1.06,-1.55,1.07,-1.07,-0.96,-1.15,-2.64,-2.63,-2.63
258.00,-1.55,1.08,-1.54,1.06,-1.06,-0.96,-1.15,-2.60,-2.60,-2.62
260.58,-1.54,1.05,-1.54,1.04,-1.04,-0.97,-1.15,-2.58,-2.58,-2.59
263.19,-1.53,1.03,-1.54,1.03,-1.03,-0.97,-1.14,-2.55,-2.56,-2.55
265.82,-1.53,1.01,-1.53,1.01,-1.01,-0.98,-1.14,-2.54,-2.54,-2.53
268.48,-1.53,1.00,-1.53,1.00,-1.00,-0.98,-1.13,-2.53,-2.53,-2.53
271.16,-1.53,1.00,-1.53,0.99,-0.99,-0.98,-1.13,-2.52,-2.52,-2.52
273.87,-1.53,1.00,-1.53,0.98,-0.98,-0.99,-1.12,-2.51,-2.51,-2.52
276.61,-1.53,0.97,-1.53,0.97,-0.97,-0.99,-1.11,-2.50,-2.50,-2.50
279.38,-1.53,0.96,-1.52,0.97,-0.97,-1.00,-1.10,-2.49,-2.49,-2.48
